Accx | Accy | Accz | Roll | Pitch | Yaw | Time(ms)
m/s^2 | m/s^2 | m/s^2 | grad | grad | grad | millisegundo
0.07 | -7.60 | 5.77 | 52.56 | -0.37 | 345.50 | 160404
-0.06 | -7.85 | 5.84 | 52.63 | -0.44 | 345.56 | 160423
-0.02 | -7.81 | 5.82 | 52.63 | -0.44 | 345.56 | 160445
-0.05 | -7.77 | 5.68 | 52.63 | -0.50 | 345.62 | 160466
-0.07 | -7.78 | 5.72 | 52.63 | -0.50 | 345.62 | 160485
0.03 | -7.75 | 5.82 | 52.63 | -0.50 | 345.62 | 160506
0.00 | -7.70 | 5.88 | 52.63 | -0.56 | 345.62 | 160525
-0.01 | -7.81 | 5.82 | 52.63 | -0.56 | 345.62 | 160546
-0.04 | -7.77 | 5.85 | 52.63 | -0.56 | 345.62 | 160570
-0.03 | -7.73 | 5.90 | 52.63 | -0.62 | 345.62 | 160589
-0.04 | -7.72 | 5.89 | 52.63 | -0.62 | 345.62 | 160608
-0.05 | -7.74 | 5.95 | 52.63 | -0.62 | 345.62 | 160627
-0.07 | -7.79 | 5.88 | 52.63 | -0.62 | 345.69 | 160647
-0.10 | -7.83 | 5.83 | 52.63 | -0.69 | 345.69 | 160667
-0.05 | -7.77 | 5.83 | 52.63 | -0.69 | 345.69 | 160685
-0.01 | -7.66 | 5.88 | 52.63 | -0.69 | 345.69 | 160706
-0.02 | -7.71 | 5.83 | 52.63 | -0.69 | 345.69 | 160725
-0.06 | -7.82 | 5.78 | 52.69 | -0.75 | 345.69 | 160748
-0.08 | -7.84 | 5.72 | 52.63 | -0.75 | 345.69 | 160768
-0.05 | -7.74 | 5.73 | 52.63 | -0.81 | 345.69 | 160788
0.04 | -7.62 | 5.83 | 52.63 | -0.81 | 345.62 | 160808
0.05 | -7.60 | 5.87 | 52.63 | -0.75 | 345.62 | 160827
0.00 | -7.78 | 5.84 | 52.63 | -0.81 | 345.62 | 160847
0.03 | -7.81 | 5.74 | 52.63 | -0.81 | 345.69 | 160868
0.00 | -7.69 | 5.71 | 52.56 | -0.81 | 345.62 | 160886
-0.07 | -7.71 | 5.83 | 52.56 | -0.75 | 345.62 | 160907
-0.15 | -7.70 | 5.80 | 52.63 | -0.75 | 345.62 | 160930
-0.14 | -7.77 | 5.86 | 52.63 | -0.69 | 345.56 | 160949
-0.19 | -7.89 | 5.93 | 52.63 | -0.62 | 345.56 | 160969
-0.23 | -7.93 | 5.96 | 52.63 | -0.62 | 345.56 | 160989
-0.23 | -7.98 | 5.98 | 52.63 | -0.69 | 345.56 | 161009
-0.26 | -7.93 | 5.93 | 52.69 | -0.69 | 345.56 | 161027
-0.17 | -7.84 | 5.94 | 52.69 | -0.75 | 345.56 | 161048
-0.14 | -7.78 | 5.87 | 52.69 | -0.81 | 345.50 | 161069
-0.14 | -7.72 | 5.86 | 52.69 | -0.88 | 345.50 | 161087
-0.09 | -7.70 | 5.93 | 52.63 | -0.88 | 345.44 | 161110
-0.01 | -7.66 | 5.89 | 52.63 | -0.94 | 345.44 | 161128
0.05 | -7.62 | 5.79 | 52.56 | -1.00 | 345.37 | 161149
-0.07 | -7.54 | 5.92 | 52.31 | -1.00 | 345.37 | 161170
0.23 | -7.62 | 5.44 | 52.19 | -0.94 | 345.37 | 161188
0.00 | -7.68 | 4.72 | 51.38 | -0.81 | 345.19 | 161209
0.02 | -7.50 | 4.59 | 50.81 | -0.62 | 345.00 | 161227
0.80 | -6.75 | 4.76 | 47.50 | 0.31 | 344.06 | 161249
1.36 | -6.09 | 5.34 | 43.81 | 1.37 | 343.00 | 161270
0.43 | -5.77 | 7.63 | 41.69 | 2.12 | 342.37 | 161288
1.08 | -5.44 | 9.34 | 35.75 | 4.87 | 340.62 | 161312
0.77 | -4.89 | 10.19 | 32.81 | 6.06 | 339.94 | 161330
1.12 | -5.02 | 10.09 | 31.12 | 6.25 | 339.87 | 161350
0.89 | -4.96 | 7.85 | 30.31 | 6.25 | 339.87 | 161371
0.79 | -5.01 | 7.08 | 29.31 | 6.50 | 339.87 | 161389
1.14 | -4.95 | 6.27 | 27.69 | 6.94 | 339.75 | 161410
0.58 | -4.80 | 5.56 | 26.69 | 7.25 | 339.69 | 161429
1.00 | -4.27 | 7.65 | 22.31 | 9.81 | 339.25 | 161450
1.77 | -1.82 | 11.45 | 19.75 | 12.31 | 338.81 | 161471
2.14 | -2.07 | 10.72 | 18.06 | 13.94 | 338.87 | 161493
2.27 | -2.13 | 10.11 | 16.37 | 14.31 | 339.56 | 161512
2.45 | -1.85 | 9.40 | 15.00 | 13.94 | 340.50 | 161531
1.81 | -2.39 | 8.20 | 14.00 | 13.25 | 341.25 | 161551
1.49 | -2.67 | 7.95 | 12.75 | 13.00 | 341.94 | 161572
2.19 | -2.88 | 7.53 | 12.13 | 13.06 | 342.31 | 161590
2.89 | -2.78 | 6.47 | 9.94 | 13.56 | 342.87 | 161611
2.72 | -1.88 | 7.78 | 9.00 | 13.56 | 342.94 | 161629
3.36 | -0.61 | 9.00 | 7.06 | 13.81 | 343.06 | 161651
2.89 | 0.77 | 9.72 | 4.75 | 14.50 | 342.94 | 161674
2.72 | 1.01 | 9.88 | 3.50 | 15.00 | 343.06 | 161693
2.68 | 0.62 | 9.74 | 2.50 | 15.31 | 343.56 | 161713
2.31 | -0.84 | 8.15 | 1.94 | 15.31 | 344.00 | 161731
2.83 | -1.91 | 8.71 | -0.44 | 14.19 | 345.44 | 161752
3.94 | 0.98 | 9.99 | -1.19 | 13.13 | 345.31 | 161773
1.28 | 1.20 | 9.33 | -1.37 | 12.50 | 344.69 | 161791
1.01 | 1.91 | 9.81 | -2.19 | 9.88 | 343.06 | 161812
1.49 | 0.53 | 8.82 | -2.25 | 8.94 | 342.94 | 161831
1.25 | -1.56 | 5.97 | -2.31 | 7.44 | 342.94 | 161852
2.27 | -1.98 | 7.59 | -4.62 | 8.56 | 342.81 | 161875
6.72 | 6.25 | 13.46 | -5.25 | 10.31 | 342.12 | 161893
-4.73 | -1.51 | -0.91 | -4.81 | 8.38 | 341.81 | 161914
3.80 | 4.26 | 8.37 | -5.62 | 6.06 | 342.06 | 161932
1.25 | 2.79 | 10.17 | -5.31 | 3.12 | 342.31 | 161953
0.84 | 1.73 | 8.65 | -4.50 | 2.69 | 342.62 | 161974
1.69 | 2.08 | 7.24 | -3.81 | 2.31 | 342.69 | 161992
-0.68 | 0.75 | 9.87 | 1.50 | -0.88 | 342.00 | 162013
2.70 | -0.69 | 1.68 | 2.12 | 0.44 | 341.69 | 162032
-0.32 | -0.97 | 6.53 | 1.81 | -0.88 | 340.94 | 162067
-0.71 | 0.77 | 13.00 | 1.81 | -0.94 | 340.94 | 162085
-0.61 | -0.32 | 9.02 | 1.75 | -1.00 | 340.94 | 162105
-0.19 | -0.45 | 8.57 | 1.81 | -0.94 | 340.94 | 162126
-0.28 | -0.28 | 9.58 | 1.81 | -0.94 | 341.06 | 162146
-0.08 | -0.24 | 9.57 | 1.81 | -0.94 | 341.06 | 162166
-0.07 | -0.37 | 9.24 | 1.81 | -0.94 | 341.12 | 162184
-0.17 | -0.28 | 9.30 | 1.81 | -0.94 | 341.12 | 162205
-0.19 | -0.27 | 9.43 | 1.81 | -0.94 | 341.12 | 162226
-0.18 | -0.31 | 9.45 | 1.81 | -0.94 | 341.12 | 162246
-0.20 | -0.27 | 9.39 | 1.81 | -0.94 | 341.12 | 162268
-0.17 | -0.26 | 9.40 | 1.81 | -0.94 | 341.19 | 162287
-0.14 | -0.28 | 9.38 | 1.81 | -0.94 | 341.19 | 162307
-0.13 | -0.27 | 9.40 | 1.81 | -0.94 | 341.19 | 162327
-0.15 | -0.29 | 9.39 | 1.81 | -0.94 | 341.19 | 162347
-0.17 | -0.27 | 9.40 | 1.81 | -0.94 | 341.19 | 162367
-0.18 | -0.28 | 9.37 | 1.81 | -0.94 | 341.19 | 162386
-0.22 | -0.31 | 9.40 | 1.81 | -0.94 | 341.19 | 162406
-0.17 | -0.28 | 9.41 | 1.81 | -0.94 | 341.19 | 162427
-0.14 | -0.28 | 9.40 | 1.81 | -0.94 | 341.12 | 162451
-0.15 | -0.27 | 9.39 | 1.81 | -0.94 | 341.12 | 162471
-0.16 | -0.28 | 9.40 | 1.81 | -0.94 | 341.19 | 162489
-0.18 | -0.28 | 9.36 | 1.81 | -0.94 | 341.19 | 162508
-0.19 | -0.27 | 9.41 | 1.81 | -0.94 | 341.19 | 162528
-0.18 | -0.29 | 9.38 | 1.81 | -0.94 | 341.19 | 162548
-0.16 | -0.26 | 9.35 | 1.81 | -0.94 | 341.19 | 162568
-0.15 | -0.28 | 9.40 | 1.81 | -0.94 | 341.19 | 162587
-0.13 | -0.26 | 9.40 | 1.81 | -0.94 | 341.19 | 162607
-0.16 | -0.27 | 9.38 | 1.81 | -0.94 | 341.19 | 162630
-0.16 | -0.27 | 9.39 | 1.81 | -0.94 | 341.19 | 162649
-0.17 | -0.26 | 9.36 | 1.81 | -0.94 | 341.19 | 162669
-0.17 | -0.26 | 9.40 | 1.81 | -0.94 | 341.19 | 162688
-0.17 | -0.28 | 9.40 | 1.81 | -0.94 | 341.19 | 162708
-0.15 | -0.28 | 9.38 | 1.81 | -0.94 | 341.19 | 162729
-0.17 | -0.27 | 9.39 | 1.81 | -0.94 | 341.25 | 162749
-0.16 | -0.27 | 9.40 | 1.81 | -0.94 | 341.25 | 162769
-0.16 | -0.25 | 9.39 | 1.81 | -0.94 | 341.25 | 162788
-0.17 | -0.27 | 9.39 | 1.81 | -0.94 | 341.25 | 162809
-0.15 | -0.28 | 9.35 | 1.81 | -0.94 | 341.25 | 162832
-0.17 | -0.27 | 9.40 | 1.81 | -0.94 | 341.31 | 162851
-0.16 | -0.28 | 9.38 | 1.81 | -0.94 | 341.31 | 162870
-0.17 | -0.27 | 9.39 | 1.81 | -0.94 | 341.19 | 162889
-0.15 | -0.24 | 9.38 | 1.81 | -0.94 | 341.19 | 162910
-0.17 | -0.27 | 9.40 | 1.81 | -0.94 | 341.19 | 162930
-0.15 | -0.26 | 9.40 | 1.81 | -0.94 | 341.19 | 162950
-0.16 | -0.29 | 9.38 | 1.81 | -0.94 | 341.19 | 162970
-0.18 | -0.26 | 9.39 | 1.81 | -0.94 | 341.12 | 162989
-0.17 | -0.26 | 9.40 | 1.81 | -0.94 | 341.12 | 163012
-0.19 | -0.29 | 9.37 | 1.81 | -0.94 | 341.12 | 163031
-0.15 | -0.29 | 9.39 | 1.81 | -0.94 | 341.12 | 163051
-0.15 | -0.29 | 9.38 | 1.81 | -0.94 | 341.12 | 163071
-0.17 | -0.30 | 9.40 | 1.81 | -0.94 | 341.12 | 163090
-0.15 | -0.26 | 9.40 | 1.81 | -0.94 | 341.12 | 163110
-0.16 | -0.28 | 9.40 | 1.81 | -0.94 | 341.12 | 163131
-0.17 | -0.27 | 9.40 | 1.81 | -0.94 | 341.00 | 163151
-0.17 | -0.25 | 9.39 | 1.81 | -0.94 | 341.00 | 163171
-0.13 | -0.28 | 9.38 | 1.81 | -0.94 | 341.19 | 163195
-0.16 | -0.28 | 9.39 | 1.81 | -0.94 | 341.19 | 163213
-0.18 | -0.27 | 9.41 | 1.81 | -0.94 | 341.19 | 163233
-0.16 | -0.26 | 9.39 | 1.81 | -0.94 | 341.19 | 163252
-0.17 | -0.28 | 9.36 | 1.81 | -0.94 | 341.19 | 163272
-0.17 | -0.30 | 9.39 | 1.81 | -0.94 | 341.19 | 163292
-0.15 | -0.28 | 9.40 | 1.81 | -0.94 | 341.19 | 163312
0.09 | -0.02 | 9.69 | 1.75 | -0.94 | 341.19 | 163332
0.09 | -0.01 | 9.71 | 1.75 | -0.94 | 341.19 | 163352
0.09 | -0.02 | 9.69 | 1.75 | -0.94 | 341.19 | 163372
0.06 | -0.04 | 9.72 | 1.69 | -0.88 | 341.19 | 163394
0.07 | -0.04 | 9.69 | 1.69 | -0.88 | 341.19 | 163414
0.08 | 0.00 | 9.70 | 1.62 | -0.81 | 341.19 | 163433
0.10 | -0.02 | 9.71 | 1.62 | -0.81 | 341.25 | 163453
0.08 | -0.05 | 9.70 | 1.56 | -0.75 | 341.25 | 163473
0.06 | -0.04 | 9.70 | 1.56 | -0.75 | 341.19 | 163492
0.05 | -0.04 | 9.69 | 1.50 | -0.69 | 341.19 | 163513
0.08 | -0.02 | 9.72 | 1.50 | -0.69 | 341.19 | 163533
0.07 | -0.01 | 9.71 | 1.44 | -0.69 | 341.19 | 163553
0.09 | -0.03 | 9.71 | 1.44 | -0.62 | 341.19 | 163578
0.07 | -0.03 | 9.72 | 1.37 | -0.62 | 341.25 | 163596
0.08 | -0.01 | 9.70 | 1.37 | -0.56 | 341.25 | 163615
0.08 | -0.03 | 9.70 | 1.37 | -0.56 | 341.25 | 163634
0.06 | -0.01 | 9.71 | 1.31 | -0.56 | 341.25 | 163654
0.08 | -0.01 | 9.68 | 1.31 | -0.50 | 341.25 | 163674
0.08 | -0.02 | 9.70 | 1.31 | -0.50 | 341.25 | 163693
0.07 | -0.01 | 9.71 | 1.25 | -0.50 | 341.25 | 163714
0.10 | 0.00 | 9.69 | 1.25 | -0.50 | 341.25 | 163734
0.09 | -0.02 | 9.70 | 1.25 | -0.44 | 341.25 | 163754
0.08 | -0.02 | 9.67 | 1.19 | -0.44 | 341.25 | 163776
0.07 | -0.04 | 9.71 | 1.19 | -0.44 | 341.19 | 163796
0.09 | -0.02 | 9.71 | 1.19 | -0.44 | 341.19 | 163815
0.07 | -0.03 | 9.69 | 1.19 | -0.37 | 341.19 | 163835
0.08 | -0.01 | 9.71 | 1.12 | -0.37 | 341.31 | 163855
0.07 | -0.02 | 9.68 | 1.12 | -0.37 | 341.31 | 163875
0.08 | -0.01 | 9.69 | 1.12 | -0.37 | 341.25 | 163894
0.06 | -0.02 | 9.70 | 1.12 | -0.31 | 341.25 | 163915
0.07 | -0.02 | 9.70 | 1.06 | -0.31 | 341.25 | 163936
0.07 | -0.01 | 9.72 | 1.06 | -0.31 | 341.25 | 163960
0.08 | 0.00 | 9.68 | 1.06 | -0.31 | 341.25 | 163978
0.08 | -0.02 | 9.73 | 1.06 | -0.31 | 341.19 | 163997
0.08 | -0.01 | 9.70 | 1.00 | -0.25 | 341.19 | 164016
0.07 | -0.04 | 9.70 | 1.00 | -0.25 | 341.19 | 164037
0.07 | -0.01 | 9.70 | 1.00 | -0.25 | 341.19 | 164057
0.09 | -0.03 | 9.69 | 1.00 | -0.25 | 341.19 | 164077
0.09 | -0.02 | 9.69 | 1.00 | -0.25 | 341.19 | 164096
0.08 | -0.03 | 9.70 | 0.94 | -0.25 | 341.19 | 164116
0.06 | -0.03 | 9.70 | 0.94 | -0.25 | 341.19 | 164137
0.06 | -0.03 | 9.72 | 0.94 | -0.19 | 341.19 | 164159
0.08 | -0.01 | 9.71 | 0.94 | -0.19 | 341.19 | 164178
0.08 | -0.02 | 9.71 | 0.94 | -0.19 | 341.19 | 164197
0.07 | -0.01 | 9.70 | 0.94 | -0.19 | 341.19 | 164217
0.07 | -0.03 | 9.69 | 0.94 | -0.19 | 341.19 | 164238
0.08 | -0.04 | 9.71 | 0.88 | -0.19 | 341.25 | 164258
0.09 | -0.01 | 9.68 | 0.88 | -0.19 | 341.25 | 164278
0.07 | -0.02 | 9.71 | 0.88 | -0.13 | 341.19 | 164297
0.07 | -0.02 | 9.70 | 0.88 | -0.13 | 341.19 | 164317
0.09 | -0.02 | 9.72 | 0.88 | -0.13 | 341.19 | 164340
0.08 | -0.02 | 9.74 | 0.88 | -0.13 | 341.25 | 164359
0.08 | -0.02 | 9.68 | 0.88 | -0.13 | 341.25 | 164379
0.09 | -0.03 | 9.68 | 0.81 | -0.13 | 341.31 | 164398
0.08 | -0.02 | 9.70 | 0.81 | -0.13 | 341.31 | 164418
0.08 | -0.02 | 9.68 | 0.81 | -0.13 | 341.31 | 164439
0.09 | -0.01 | 9.68 | 0.81 | -0.06 | 341.31 | 164459
0.08 | 0.00 | 9.68 | 0.81 | -0.06 | 341.31 | 164479
0.07 | -0.02 | 9.70 | 0.81 | -0.06 | 341.31 | 164498
0.08 | -0.02 | 9.70 | 0.81 | -0.06 | 341.31 | 164530
0.09 | -0.03 | 9.69 | 0.81 | -0.06 | 341.31 | 164552
0.08 | -0.02 | 9.71 | 0.75 | -0.06 | 341.31 | 164571
0.08 | -0.03 | 9.69 | 0.75 | -0.06 | 341.31 | 164590
0.09 | -0.01 | 9.70 | 0.75 | -0.06 | 341.31 | 164610
0.08 | -0.02 | 9.70 | 0.75 | -0.06 | 341.31 | 164630
0.07 | -0.01 | 9.71 | 0.75 | -0.06 | 341.31 | 164650
0.07 | -0.05 | 9.70 | 0.75 | 0.00 | 341.31 | 164670
0.10 | -0.02 | 9.71 | 0.75 | 0.00 | 341.31 | 164690
0.07 | -0.02 | 9.72 | 0.75 | 0.00 | 341.31 | 164710
0.08 | -0.03 | 9.69 | 0.75 | 0.00 | 341.31 | 164735
0.08 | -0.03 | 9.71 | 0.75 | 0.00 | 341.31 | 164755
0.08 | -0.02 | 9.70 | 0.75 | 0.00 | 341.31 | 164774
0.08 | -0.02 | 9.73 | 0.69 | 0.00 | 341.31 | 164793
0.08 | -0.03 | 9.71 | 0.69 | 0.00 | 341.31 | 164812
0.07 | -0.02 | 9.67 | 0.69 | 0.00 | 341.31 | 164831
0.09 | -0.03 | 9.72 | 0.69 | 0.00 | 341.31 | 164851
0.06 | -0.03 | 9.71 | 0.69 | 0.00 | 341.31 | 164871
0.07 | -0.03 | 9.71 | 0.69 | 0.00 | 341.31 | 164892
0.06 | -0.02 | 9.69 | 0.69 | 0.00 | 341.31 | 164911
0.07 | -0.02 | 9.71 | 0.69 | 0.00 | 341.31 | 164933
0.09 | 0.00 | 9.73 | 0.69 | 0.00 | 341.31 | 164953
0.07 | -0.03 | 9.70 | 0.69 | 0.00 | 341.31 | 164972
0.09 | 0.00 | 9.71 | 0.69 | 0.00 | 341.31 | 164992
0.07 | 0.00 | 9.70 | 0.69 | 0.00 | 341.31 | 165012
0.10 | -0.02 | 9.70 | 0.69 | 0.00 | 341.31 | 165032
0.07 | -0.02 | 9.71 | 0.69 | 0.00 | 341.31 | 165052
0.08 | -0.01 | 9.72 | 0.69 | 0.00 | 341.31 | 165072
0.09 | -0.03 | 9.69 | 0.69 | 0.00 | 341.31 | 165092
0.08 | -0.03 | 9.67 | 0.69 | 0.00 | 341.31 | 165118
0.07 | -0.02 | 9.68 | 0.69 | 0.00 | 341.31 | 165139
0.06 | -0.02 | 9.72 | 0.69 | 0.00 | 341.31 | 165160
0.08 | -0.02 | 9.69 | 0.69 | 0.00 | 341.31 | 165181
0.07 | -0.01 | 9.70 | 0.69 | 0.00 | 341.31 | 165201
0.08 | -0.01 | 9.70 | 0.69 | 0.00 | 341.31 | 165222
0.08 | 0.00 | 9.72 | 0.69 | 0.00 | 341.31 | 165243
0.09 | -0.01 | 9.74 | 0.69 | 0.00 | 341.31 | 165263
0.07 | -0.02 | 9.69 | 0.69 | 0.00 | 341.31 | 165284
0.09 | -0.01 | 9.72 | 0.69 | 0.00 | 341.31 | 165304
0.07 | -0.03 | 9.70 | 0.69 | 0.00 | 341.31 | 165326
0.09 | -0.05 | 9.69 | 0.69 | 0.00 | 341.31 | 165345
0.07 | 0.00 | 9.69 | 0.69 | 0.00 | 341.31 | 165364
0.08 | 0.00 | 9.73 | 0.69 | 0.00 | 341.31 | 165384
0.06 | -0.01 | 9.70 | 0.69 | 0.00 | 341.31 | 165404
0.08 | -0.05 | 9.69 | 0.69 | 0.00 | 341.31 | 165424
0.09 | -0.01 | 9.68 | 0.69 | 0.00 | 341.31 | 165445
0.06 | -0.03 | 9.71 | 0.69 | 0.00 | 341.31 | 165465
0.07 | -0.02 | 9.68 | 0.69 | 0.00 | 341.31 | 165485
0.06 | -0.01 | 9.71 | 0.69 | 0.00 | 341.31 | 165505
0.08 | -0.02 | 9.71 | 0.69 | 0.00 | 341.31 | 165530
0.08 | -0.01 | 9.68 | 0.69 | 0.00 | 341.31 | 165548
0.08 | -0.04 | 9.71 | 0.69 | 0.00 | 341.31 | 165567
0.08 | -0.02 | 9.71 | 0.69 | 0.00 | 341.31 | 165586
0.08 | -0.02 | 9.71 | 0.69 | 0.00 | 341.31 | 165606
0.08 | -0.02 | 9.72 | 0.69 | 0.00 | 341.31 | 165626
0.05 | -0.01 | 9.71 | 0.69 | 0.00 | 341.31 | 165646
0.06 | -0.04 | 9.68 | 0.69 | 0.00 | 341.31 | 165666
0.09 | -0.02 | 9.68 | 0.69 | 0.00 | 341.31 | 165686
0.07 | -0.04 | 9.71 | 0.69 | 0.00 | 341.31 | 165708
0.06 | -0.01 | 9.71 | 0.69 | 0.00 | 341.31 | 165727
0.08 | -0.01 | 9.69 | 0.69 | 0.00 | 341.31 | 165747
0.08 | -0.02 | 9.72 | 0.69 | 0.00 | 341.31 | 165767
0.09 | -0.02 | 9.67 | 0.69 | 0.00 | 341.31 | 165787
0.08 | -0.04 | 9.70 | 0.69 | 0.00 | 341.31 | 165806
0.08 | -0.02 | 9.70 | 0.69 | 0.00 | 341.31 | 165827
0.07 | -0.01 | 9.71 | 0.69 | 0.00 | 341.31 | 165847
0.09 | -0.05 | 9.71 | 0.69 | 0.00 | 341.31 | 165867
0.08 | -0.03 | 9.68 | 0.69 | 0.00 | 341.31 | 165887
0.07 | -0.02 | 9.71 | 0.69 | 0.00 | 341.31 | 165911
0.05 | -0.03 | 9.68 | 0.69 | 0.00 | 341.31 | 165930
0.08 | -0.01 | 9.71 | 0.69 | 0.00 | 341.31 | 165949
0.09 | 0.00 | 9.68 | 0.69 | 0.00 | 341.31 | 165968
0.08 | -0.03 | 9.69 | 0.69 | 0.00 | 341.31 | 165988
0.07 | -0.02 | 9.71 | 0.69 | 0.00 | 341.31 | 166008
0.07 | -0.04 | 9.73 | 0.69 | 0.00 | 341.31 | 166028
0.09 | -0.03 | 9.70 | 0.69 | 0.00 | 341.31 | 166048
0.09 | -0.02 | 9.71 | 0.69 | 0.00 | 341.31 | 166068
0.10 | -0.01 | 9.71 | 0.69 | 0.00 | 341.31 | 166088
0.07 | -0.01 | 9.69 | 0.69 | 0.00 | 341.31 | 166110
0.08 | -0.01 | 9.69 | 0.69 | 0.00 | 341.31 | 166129
0.08 | -0.02 | 9.71 | 0.69 | 0.00 | 341.31 | 166149
0.07 | -0.03 | 9.70 | 0.69 | 0.00 | 341.31 | 166169
0.09 | -0.01 | 9.70 | 0.69 | 0.00 | 341.31 | 166189
0.09 | -0.02 | 9.72 | 0.69 | 0.00 | 341.31 | 166208
0.06 | -0.04 | 9.70 | 0.69 | 0.00 | 341.31 | 166229
0.06 | -0.01 | 9.70 | 0.69 | 0.00 | 341.31 | 166249
0.09 | 0.00 | 9.69 | 0.69 | 0.00 | 341.31 | 166269
0.08 | -0.01 | 9.68 | 0.69 | 0.00 | 341.31 | 166294
0.09 | -0.03 | 9.70 | 0.69 | 0.00 | 341.31 | 166313
0.10 | -0.03 | 9.68 | 0.69 | 0.00 | 341.31 | 166331
0.07 | -0.01 | 9.69 | 0.69 | 0.00 | 341.31 | 166351
0.07 | -0.02 | 9.72 | 0.69 | 0.00 | 341.31 | 166370
0.05 | -0.02 | 9.69 | 0.69 | 0.00 | 341.31 | 166390
0.07 | -0.01 | 9.70 | 0.69 | 0.00 | 341.31 | 166410
0.09 | -0.03 | 9.70 | 0.69 | 0.00 | 341.31 | 166430
0.07 | -0.02 | 9.71 | 0.69 | 0.00 | 341.31 | 166451
0.08 | 0.00 | 9.70 | 0.69 | 0.00 | 341.31 | 166471
0.07 | -0.01 | 9.68 | 0.69 | 0.00 | 341.31 | 166494
0.07 | -0.03 | 9.69 | 0.69 | 0.00 | 341.31 | 166513
0.07 | -0.02 | 9.70 | 0.69 | 0.00 | 341.31 | 166532
0.09 | -0.02 | 9.70 | 0.69 | 0.00 | 341.31 | 166552
0.07 | -0.03 | 9.70 | 0.69 | 0.00 | 341.31 | 166572
0.09 | -0.02 | 9.67 | 0.69 | 0.00 | 341.31 | 166592
0.09 | -0.01 | 9.69 | 0.69 | 0.00 | 341.31 | 166612
0.07 | -0.03 | 9.72 | 0.69 | 0.00 | 341.31 | 166632
0.09 | -0.01 | 9.70 | 0.69 | 0.00 | 341.31 | 166652
0.08 | -0.02 | 9.72 | 0.69 | 0.00 | 341.31 | 166672
0.07 | -0.02 | 9.70 | 0.69 | 0.00 | 341.31 | 166699
0.09 | -0.02 | 9.70 | 0.69 | 0.00 | 341.31 | 166721
0.07 | -0.02 | 9.70 | 0.69 | 0.00 | 341.31 | 166742
0.06 | -0.03 | 9.72 | 0.69 | 0.00 | 341.31 | 166762
0.07 | -0.01 | 9.73 | 0.69 | 0.00 | 341.31 | 166783
0.09 | -0.03 | 9.68 | 0.69 | 0.00 | 341.31 | 166803
0.06 | -0.03 | 9.68 | 0.69 | 0.00 | 341.31 | 166823
0.09 | -0.02 | 9.69 | 0.69 | 0.00 | 341.31 | 166843
0.08 | -0.04 | 9.71 | 0.69 | 0.00 | 341.31 | 166864
0.08 | -0.04 | 9.68 | 0.69 | 0.00 | 341.31 | 166887
0.09 | -0.02 | 9.71 | 0.69 | 0.00 | 341.31 | 166906
0.09 | 0.00 | 9.70 | 0.69 | 0.00 | 341.31 | 166925
0.07 | -0.02 | 9.70 | 0.69 | 0.00 | 341.31 | 166945
0.08 | -0.03 | 9.69 | 0.69 | 0.00 | 341.31 | 166964
0.09 | -0.04 | 9.71 | 0.69 | 0.00 | 341.31 | 166985
0.08 | -0.04 | 9.70 | 0.69 | 0.00 | 341.31 | 167015
0.07 | 0.00 | 9.71 | 0.69 | 0.00 | 341.31 | 167035
0.06 | -0.03 | 9.69 | 0.69 | 0.00 | 341.31 | 167055
0.07 | -0.02 | 9.72 | 0.69 | 0.00 | 341.31 | 167075
0.06 | -0.03 | 9.70 | 0.69 | 0.00 | 341.31 | 167102
0.08 | 0.00 | 9.72 | 0.69 | 0.00 | 341.31 | 167124
0.06 | -0.01 | 9.70 | 0.69 | 0.00 | 341.31 | 167145
0.10 | -0.02 | 9.72 | 0.69 | 0.00 | 341.31 | 167165
0.08 | -0.02 | 9.68 | 0.69 | 0.00 | 341.31 | 167185
0.10 | 0.00 | 9.70 | 0.69 | 0.00 | 341.31 | 167206
0.09 | -0.04 | 9.73 | 0.69 | 0.00 | 341.31 | 167226
0.06 | -0.03 | 9.71 | 0.69 | 0.00 | 341.31 | 167246
0.08 | -0.05 | 9.73 | 0.69 | 0.00 | 341.31 | 167266
0.04 | -0.03 | 9.75 | 0.69 | 0.00 | 341.31 | 167286
0.07 | -0.02 | 9.68 | 0.69 | 0.00 | 341.31 | 167308
0.09 | -0.03 | 9.73 | 0.69 | 0.00 | 341.31 | 167328
0.05 | -0.05 | 9.76 | 0.69 | 0.00 | 341.31 | 167347
0.06 | 0.00 | 9.72 | 0.69 | 0.00 | 341.31 | 167367
0.09 | 0.02 | 9.68 | 0.69 | 0.00 | 341.31 | 167387
0.08 | -0.09 | 9.74 | 0.69 | 0.00 | 341.31 | 167407
0.07 | 0.01 | 9.75 | 0.69 | 0.00 | 341.31 | 167427
0.04 | -0.02 | 9.71 | 0.69 | 0.00 | 341.31 | 167447
0.06 | -0.01 | 9.69 | 0.69 | 0.00 | 341.31 | 167467
0.09 | -0.04 | 9.68 | 0.69 | 0.00 | 341.31 | 167487
0.09 | -0.01 | 9.71 | 0.69 | 0.00 | 341.31 | 167511
0.10 | -0.02 | 9.70 | 0.69 | 0.00 | 341.31 | 167531
0.07 | -0.01 | 9.69 | 0.69 | 0.00 | 341.31 | 167551
0.08 | -0.03 | 9.69 | 0.69 | 0.00 | 341.31 | 167572
