Accx | Accy | Accz | Roll | Pitch | Yaw | Time(ms)
8.59 | 3.41 | -0.38 | -92.69 | 68.94 | 135.37 | 179968
8.39 | 4.55 | 1.09 | -91.44 | 69.00 | 135.12 | 179988
8.62 | 4.03 | -0.77 | -91.00 | 69.06 | 135.12 | 180007
8.75 | 3.91 | -0.24 | -87.62 | 69.37 | 134.69 | 180028
8.64 | 3.61 | -0.38 | -84.44 | 69.75 | 133.87 | 180049
7.96 | -3.90 | 0.07 | -82.12 | 70.00 | 133.50 | 180067
7.85 | 11.51 | 4.38 | -67.37 | 72.12 | 127.81 | 180091
8.60 | 2.18 | 0.92 | -61.38 | 72.12 | 126.69 | 180109
8.57 | 4.17 | 2.63 | -54.38 | 71.81 | 125.62 | 180129
8.56 | 2.97 | 1.84 | -44.94 | 69.87 | 124.31 | 180150
9.10 | 2.24 | 5.03 | -41.81 | 68.69 | 124.37 | 180168
10.97 | 3.12 | 6.70 | -38.31 | 66.06 | 124.81 | 180189
8.47 | 2.91 | 5.80 | -36.19 | 65.06 | 125.00 | 180207
8.38 | 2.55 | 6.41 | -28.00 | 61.56 | 126.00 | 180229
7.81 | 2.81 | 6.22 | -22.56 | 58.81 | 126.56 | 180250
5.89 | 0.60 | 5.54 | -17.94 | 56.25 | 127.06 | 180272
4.76 | -0.48 | 5.18 | -13.63 | 53.75 | 127.25 | 180291
4.28 | -0.06 | 5.97 | -10.00 | 51.44 | 127.44 | 180310
4.91 | -0.48 | 5.35 | -7.81 | 50.56 | 126.94 | 180330
6.87 | 1.17 | 5.59 | -6.75 | 50.63 | 126.37 | 180351
7.35 | 0.61 | 5.54 | -6.25 | 50.69 | 126.69 | 180369
7.87 | 2.15 | 4.36 | -4.06 | 49.50 | 126.25 | 180390
7.94 | 1.58 | 6.00 | -3.19 | 48.56 | 126.06 | 180408
7.96 | 1.89 | 4.55 | -1.19 | 46.75 | 126.50 | 180430
6.86 | -0.30 | 3.08 | 1.31 | 42.06 | 126.44 | 180451
5.48 | -0.38 | 3.94 | 2.87 | 38.00 | 126.12 | 180475
11.01 | -2.72 | -1.10 | 4.94 | 36.13 | 125.56 | 180493
2.93 | 0.00 | 10.83 | 4.00 | 30.00 | 124.87 | 180511
3.40 | -2.00 | 10.93 | 2.37 | 23.19 | 123.69 | 180532
0.19 | -0.80 | 11.16 | -0.25 | 18.56 | 122.12 | 180552
-0.87 | 1.82 | 12.88 | -1.81 | 13.75 | 120.50 | 180571
1.15 | 1.87 | 10.20 | -1.56 | 9.94 | 119.56 | 180592
0.79 | 1.33 | 8.60 | -1.31 | 8.25 | 119.37 | 180610
-2.65 | -2.92 | 14.18 | -1.37 | 3.69 | 119.00 | 180631
0.41 | 1.43 | 7.85 | -1.00 | 4.62 | 118.75 | 180654
-1.98 | -1.35 | 12.63 | -1.06 | 4.25 | 118.31 | 180684
-0.14 | -0.01 | 9.90 | -1.00 | 4.62 | 118.25 | 180704
-0.38 | 0.16 | 10.09 | -1.00 | 4.50 | 118.50 | 180722
-0.36 | 0.09 | 10.53 | -1.00 | 4.50 | 118.50 | 180743
0.01 | 0.19 | 9.85 | -1.00 | 4.56 | 118.50 | 180761
-0.04 | 0.31 | 9.99 | -1.00 | 4.56 | 118.62 | 180782
-0.01 | 0.19 | 10.00 | -1.00 | 4.44 | 118.62 | 180803
0.21 | 0.09 | 9.38 | -1.00 | 4.50 | 118.75 | 180822
-0.02 | 0.18 | 9.94 | -1.00 | 4.37 | 118.75 | 180845
0.13 | 0.14 | 9.59 | -1.00 | 4.19 | 119.06 | 180864
0.01 | 0.16 | 9.85 | -1.00 | 4.00 | 119.06 | 180884
0.00 | 0.21 | 9.71 | -1.00 | 3.81 | 119.06 | 180904
-0.04 | 0.20 | 9.73 | -1.00 | 3.62 | 119.31 | 180924
-0.04 | 0.12 | 9.75 | -1.00 | 3.44 | 119.31 | 180944
-0.04 | 0.16 | 9.74 | -1.00 | 3.25 | 119.50 | 180963
-0.08 | 0.18 | 9.73 | -1.00 | 3.12 | 119.50 | 180984
-0.11 | 0.15 | 9.72 | -1.00 | 2.94 | 119.50 | 181005
-0.12 | 0.14 | 9.75 | -1.00 | 2.81 | 119.81 | 181025
-0.15 | 0.18 | 9.76 | -1.00 | 2.62 | 119.81 | 181047
-0.16 | 0.17 | 9.72 | -1.00 | 2.50 | 120.06 | 181066
-0.14 | 0.15 | 9.73 | -1.00 | 2.37 | 120.06 | 181085
-0.13 | 0.16 | 9.74 | -1.00 | 2.25 | 120.06 | 181106
-0.11 | 0.16 | 9.74 | -1.00 | 2.12 | 120.25 | 181125
-0.09 | 0.17 | 9.72 | -1.00 | 2.06 | 120.25 | 181145
-0.08 | 0.16 | 9.73 | -1.00 | 1.94 | 120.44 | 181164
-0.03 | 0.19 | 9.72 | -1.00 | 1.87 | 120.44 | 181185
-0.05 | 0.17 | 9.72 | -1.00 | 1.87 | 120.44 | 181206
-0.02 | 0.18 | 9.72 | -1.00 | 1.81 | 120.62 | 181230
0.00 | 0.16 | 9.74 | -1.00 | 1.75 | 120.62 | 181249
-0.03 | 0.16 | 9.74 | -1.00 | 1.69 | 120.69 | 181268
-0.04 | 0.18 | 9.73 | -1.00 | 1.62 | 120.69 | 181287
-0.07 | 0.14 | 9.73 | -1.00 | 1.62 | 120.69 | 181307
-0.08 | 0.16 | 9.72 | -1.00 | 1.56 | 120.81 | 181327
-0.10 | 0.16 | 9.75 | -1.00 | 1.50 | 120.81 | 181347
-0.10 | 0.17 | 9.74 | -1.00 | 1.44 | 121.00 | 181366
-0.10 | 0.15 | 9.74 | -1.00 | 1.37 | 121.00 | 181386
-0.10 | 0.16 | 9.73 | -1.00 | 1.37 | 121.00 | 181407
-0.08 | 0.19 | 9.77 | -1.00 | 1.31 | 121.19 | 181429
-0.09 | 0.16 | 9.72 | -1.00 | 1.25 | 121.19 | 181448
-0.07 | 0.15 | 9.76 | -1.00 | 1.25 | 121.25 | 181467
-0.05 | 0.16 | 9.75 | -1.00 | 1.19 | 121.25 | 181487
-0.05 | 0.14 | 9.75 | -1.00 | 1.19 | 121.25 | 181508
-0.06 | 0.16 | 9.74 | -1.00 | 1.12 | 121.31 | 181528
-0.06 | 0.16 | 9.74 | -1.00 | 1.12 | 121.31 | 181548
-0.07 | 0.16 | 9.74 | -1.00 | 1.06 | 121.37 | 181567
-0.09 | 0.17 | 9.74 | -1.00 | 1.06 | 121.37 | 181587
-0.08 | 0.16 | 9.74 | -1.00 | 1.00 | 121.37 | 181611
-0.08 | 0.15 | 9.75 | -1.00 | 1.00 | 121.75 | 181630
-0.07 | 0.16 | 9.72 | -1.00 | 0.94 | 121.75 | 181649
-0.09 | 0.16 | 9.75 | -1.00 | 0.94 | 121.94 | 181668
-0.07 | 0.17 | 9.72 | -1.00 | 0.88 | 121.94 | 181688
-0.08 | 0.17 | 9.72 | -1.00 | 0.88 | 121.94 | 181709
-0.06 | 0.17 | 9.73 | -1.00 | 0.88 | 122.19 | 181729
-0.05 | 0.16 | 9.71 | -1.00 | 0.81 | 122.19 | 181749
-0.08 | 0.16 | 9.72 | -1.00 | 0.81 | 122.19 | 181768
-0.07 | 0.16 | 9.74 | -1.00 | 0.81 | 122.19 | 181789
-0.08 | 0.16 | 9.73 | -1.00 | 0.75 | 122.19 | 181811
-0.08 | 0.17 | 9.74 | -1.00 | 0.75 | 122.25 | 181830
-0.08 | 0.15 | 9.73 | -1.00 | 0.75 | 122.25 | 181850
-0.09 | 0.15 | 9.74 | -1.00 | 0.69 | 122.44 | 181869
-0.10 | 0.16 | 9.74 | -1.00 | 0.69 | 122.44 | 181889
-0.09 | 0.17 | 9.73 | -1.00 | 0.69 | 122.44 | 181910
-0.07 | 0.17 | 9.75 | -1.00 | 0.69 | 122.69 | 181930
-0.08 | 0.17 | 9.78 | -1.00 | 0.62 | 122.69 | 181950
-0.09 | 0.18 | 9.76 | -1.00 | 0.62 | 122.81 | 181969
-0.09 | 0.17 | 9.77 | -1.00 | 0.62 | 122.81 | 181992
-0.11 | 0.19 | 9.74 | -1.00 | 0.56 | 122.81 | 182011
-0.09 | 0.18 | 9.76 | -1.00 | 0.56 | 122.94 | 182031
-0.10 | 0.16 | 9.74 | -1.00 | 0.56 | 122.94 | 182051
-0.10 | 0.19 | 9.77 | -1.00 | 0.56 | 122.94 | 182070
-0.11 | 0.16 | 9.77 | -1.00 | 0.50 | 122.94 | 182090
-0.11 | 0.18 | 9.77 | -1.00 | 0.50 | 122.94 | 182111
-0.09 | 0.16 | 9.78 | -1.00 | 0.50 | 122.94 | 182131
-0.08 | 0.19 | 9.76 | -1.00 | 0.50 | 122.94 | 182151
-0.10 | 0.19 | 9.79 | -1.00 | 0.44 | 122.94 | 182170
-0.10 | 0.17 | 9.78 | -1.00 | 0.44 | 122.94 | 182193
-0.12 | 0.18 | 9.75 | -1.00 | 0.44 | 122.94 | 182212
-0.11 | 0.17 | 9.77 | -1.00 | 0.44 | 123.00 | 182232
-0.10 | 0.18 | 9.75 | -1.00 | 0.37 | 123.00 | 182252
-0.10 | 0.16 | 9.78 | -1.00 | 0.37 | 123.00 | 182271
-0.11 | 0.18 | 9.76 | -1.00 | 0.37 | 123.00 | 182291
-0.10 | 0.18 | 9.75 | -1.00 | 0.37 | 123.00 | 182312
-0.10 | 0.18 | 9.75 | -1.00 | 0.31 | 123.00 | 182332
-0.07 | 0.20 | 9.73 | -1.00 | 0.31 | 123.00 | 182352
-0.11 | 0.16 | 9.74 | -1.00 | 0.31 | 123.06 | 182376
-0.10 | 0.17 | 9.73 | -1.00 | 0.31 | 123.06 | 182395
-0.12 | 0.16 | 9.75 | -1.00 | 0.31 | 123.06 | 182414
-0.11 | 0.16 | 9.79 | -1.00 | 0.31 | 123.12 | 182433
-0.11 | 0.16 | 9.73 | -1.00 | 0.25 | 123.12 | 182453
-0.12 | 0.18 | 9.77 | -1.00 | 0.25 | 123.31 | 182473
-0.10 | 0.17 | 9.74 | -1.00 | 0.25 | 123.31 | 182493
-0.10 | 0.18 | 9.77 | -1.00 | 0.25 | 123.31 | 182513
-0.11 | 0.16 | 9.77 | -1.00 | 0.25 | 123.31 | 182533
-0.10 | 0.19 | 9.75 | -1.00 | 0.25 | 123.31 | 182554
-0.11 | 0.18 | 9.78 | -1.00 | 0.19 | 123.25 | 182575
-0.10 | 0.17 | 9.77 | -1.00 | 0.19 | 123.25 | 182595
-0.11 | 0.18 | 9.74 | -1.00 | 0.19 | 123.25 | 182615
-0.09 | 0.17 | 9.77 | -1.00 | 0.19 | 123.25 | 182634
-0.10 | 0.18 | 9.73 | -1.00 | 0.19 | 123.25 | 182654
-0.09 | 0.17 | 9.78 | -1.00 | 0.19 | 123.25 | 182673
-0.11 | 0.18 | 9.75 | -1.00 | 0.19 | 123.25 | 182694
-0.11 | 0.16 | 9.74 | -1.00 | 0.13 | 123.25 | 182714
-0.11 | 0.17 | 9.78 | -1.00 | 0.13 | 123.25 | 182734
-0.09 | 0.16 | 9.77 | -1.00 | 0.13 | 123.25 | 182759
-0.11 | 0.18 | 9.77 | -1.00 | 0.13 | 123.31 | 182778
-0.08 | 0.17 | 9.76 | -1.00 | 0.13 | 123.31 | 182796
-0.12 | 0.16 | 9.78 | -1.00 | 0.13 | 123.31 | 182816
-0.10 | 0.18 | 9.77 | -1.00 | 0.13 | 123.37 | 182836
-0.09 | 0.17 | 9.75 | -1.00 | 0.13 | 123.37 | 182856
-0.12 | 0.18 | 9.74 | -1.00 | 0.13 | 123.37 | 182875
-0.11 | 0.20 | 9.77 | -1.00 | 0.13 | 123.37 | 182896
-0.12 | 0.17 | 9.75 | -1.00 | 0.13 | 123.37 | 182916
-0.10 | 0.18 | 9.76 | -1.00 | 0.13 | 123.37 | 182936
-0.10 | 0.19 | 9.79 | -1.00 | 0.13 | 123.37 | 182958
-0.12 | 0.18 | 9.78 | -1.00 | 0.13 | 123.37 | 182977
-0.11 | 0.18 | 9.74 | -1.00 | 0.13 | 123.37 | 182997
-0.11 | 0.17 | 9.75 | -1.00 | 0.13 | 123.37 | 183017
-0.11 | 0.19 | 9.77 | -1.00 | 0.13 | 123.37 | 183037
-0.10 | 0.18 | 9.75 | -1.00 | 0.13 | 123.37 | 183057
-0.09 | 0.18 | 9.76 | -1.00 | 0.13 | 123.37 | 183076
-0.12 | 0.16 | 9.77 | -1.00 | 0.13 | 123.37 | 183097
-0.11 | 0.19 | 9.76 | -1.00 | 0.13 | 123.37 | 183118
-0.09 | 0.18 | 9.72 | -1.00 | 0.13 | 123.37 | 183154
-0.12 | 0.19 | 9.79 | -1.00 | 0.13 | 123.37 | 183172
-0.11 | 0.17 | 9.76 | -1.00 | 0.13 | 123.37 | 183193
-0.11 | 0.17 | 9.77 | -1.00 | 0.13 | 123.37 | 183213
-0.11 | 0.17 | 9.78 | -1.00 | 0.13 | 123.37 | 183233
-0.12 | 0.17 | 9.76 | -1.00 | 0.13 | 123.37 | 183253
-0.10 | 0.19 | 9.76 | -1.00 | 0.13 | 123.37 | 183271
-0.11 | 0.16 | 9.76 | -1.00 | 0.13 | 123.37 | 183290
-0.12 | 0.19 | 9.76 | -1.00 | 0.13 | 123.37 | 183309
-0.10 | 0.18 | 9.73 | -1.00 | 0.13 | 123.37 | 183329
-0.10 | 0.18 | 9.75 | -1.00 | 0.13 | 123.37 | 183351
-0.10 | 0.17 | 9.77 | -1.00 | 0.13 | 123.37 | 183370
-0.10 | 0.17 | 9.78 | -1.00 | 0.13 | 123.37 | 183389
-0.10 | 0.17 | 9.75 | -1.00 | 0.13 | 123.37 | 183409
-0.10 | 0.17 | 9.73 | -1.00 | 0.13 | 123.37 | 183429
-0.10 | 0.17 | 9.79 | -1.00 | 0.13 | 123.37 | 183449
-0.12 | 0.18 | 9.76 | -1.00 | 0.13 | 123.37 | 183469
-0.11 | 0.17 | 9.78 | -1.00 | 0.13 | 123.37 | 183489
-0.09 | 0.16 | 9.76 | -1.00 | 0.13 | 123.37 | 183509
-0.11 | 0.17 | 9.77 | -1.00 | 0.13 | 123.37 | 183534
-0.09 | 0.18 | 9.77 | -1.00 | 0.13 | 123.37 | 183553
-0.12 | 0.16 | 9.78 | -1.00 | 0.13 | 123.37 | 183571
-0.10 | 0.16 | 9.76 | -1.00 | 0.13 | 123.37 | 183591
-0.11 | 0.16 | 9.77 | -1.00 | 0.13 | 123.37 | 183610
-0.09 | 0.17 | 9.77 | -1.00 | 0.13 | 123.37 | 183630
-0.10 | 0.18 | 9.76 | -1.00 | 0.13 | 123.37 | 183650
-0.13 | 0.17 | 9.77 | -1.00 | 0.13 | 123.37 | 183670
-0.12 | 0.16 | 9.77 | -1.00 | 0.13 | 123.37 | 183691
-0.11 | 0.18 | 9.75 | -1.00 | 0.13 | 123.37 | 183711
-0.12 | 0.18 | 9.77 | -1.00 | 0.13 | 123.37 | 183733
-0.10 | 0.18 | 9.78 | -1.00 | 0.13 | 123.37 | 183752
-0.11 | 0.17 | 9.76 | -1.00 | 0.13 | 123.37 | 183771
-0.12 | 0.19 | 9.77 | -1.00 | 0.13 | 123.37 | 183791
-0.12 | 0.19 | 9.76 | -1.00 | 0.13 | 123.37 | 183811
-0.10 | 0.17 | 9.76 | -1.00 | 0.13 | 123.37 | 183831
-0.11 | 0.17 | 9.74 | -1.00 | 0.13 | 123.37 | 183851
-0.13 | 0.17 | 9.75 | -1.00 | 0.13 | 123.37 | 183872
-0.11 | 0.19 | 9.77 | -1.00 | 0.13 | 123.37 | 183892
-0.11 | 0.16 | 9.77 | -1.00 | 0.13 | 123.37 | 183916
-0.11 | 0.19 | 9.76 | -1.00 | 0.13 | 123.37 | 183935
-0.11 | 0.19 | 9.76 | -1.00 | 0.13 | 123.37 | 183954
-0.09 | 0.20 | 9.77 | -1.00 | 0.13 | 123.37 | 183973
-0.09 | 0.17 | 9.77 | -1.00 | 0.13 | 123.37 | 183993
-0.13 | 0.18 | 9.74 | -1.00 | 0.13 | 123.37 | 184013
-0.11 | 0.15 | 9.75 | -1.00 | 0.13 | 123.37 | 184032
-0.09 | 0.19 | 9.77 | -1.00 | 0.13 | 123.37 | 184053
-0.12 | 0.17 | 9.76 | -1.00 | 0.13 | 123.37 | 184073
-0.10 | 0.17 | 9.78 | -1.00 | 0.13 | 123.37 | 184093
-0.10 | 0.17 | 9.75 | -1.00 | 0.13 | 123.37 | 184115
-0.14 | 0.16 | 9.77 | -1.00 | 0.13 | 123.37 | 184134
-0.11 | 0.18 | 9.78 | -1.00 | 0.13 | 123.37 | 184154
-0.12 | 0.18 | 9.76 | -1.00 | 0.13 | 123.37 | 184174
-0.10 | 0.16 | 9.75 | -1.00 | 0.13 | 123.37 | 184193
-0.12 | 0.18 | 9.73 | -1.00 | 0.13 | 123.37 | 184214
-0.12 | 0.18 | 9.77 | -1.00 | 0.13 | 123.37 | 184233
-0.09 | 0.17 | 9.77 | -1.00 | 0.13 | 123.37 | 184254
-0.09 | 0.16 | 9.74 | -1.00 | 0.13 | 123.37 | 184274
-0.08 | 0.19 | 9.73 | -1.00 | 0.13 | 123.37 | 184298
-0.08 | 0.16 | 9.76 | -1.00 | 0.13 | 123.37 | 184318
-0.06 | 0.16 | 9.76 | -1.00 | 0.13 | 123.37 | 184336
-0.08 | 0.14 | 9.79 | -1.00 | 0.13 | 123.37 | 184355
-0.07 | 0.14 | 9.76 | -1.00 | 0.13 | 123.37 | 184375
-0.06 | 0.18 | 9.78 | -1.00 | 0.13 | 123.37 | 184395
-0.05 | 0.18 | 9.76 | -1.00 | 0.13 | 123.37 | 184415
-0.03 | 0.24 | 9.76 | -1.00 | 0.13 | 123.37 | 184435
0.05 | 0.28 | 9.74 | -1.00 | 0.13 | 123.37 | 184455
0.11 | 0.27 | 9.75 | -1.00 | 0.13 | 123.37 | 184475
0.02 | 0.00 | 9.77 | -1.00 | 0.13 | 123.37 | 184498
-0.10 | -0.13 | 9.87 | -1.00 | 0.13 | 123.37 | 184517
-0.17 | 0.03 | 9.71 | -1.00 | 0.13 | 123.37 | 184535
-0.43 | 0.29 | 9.84 | -1.00 | 0.13 | 123.37 | 184555
-0.50 | 0.34 | 9.80 | -1.00 | 0.13 | 123.37 | 184576
-0.51 | 0.16 | 9.73 | -1.00 | 0.13 | 123.37 | 184596
-0.46 | 0.06 | 9.73 | -1.00 | 0.00 | 123.37 | 184616
-0.36 | 0.13 | 9.75 | -1.00 | 0.00 | 123.37 | 184635
-0.31 | 0.25 | 9.75 | -1.00 | -0.06 | 123.37 | 184656
-0.21 | 0.33 | 9.73 | -1.00 | -0.06 | 123.37 | 184679
-0.22 | 0.33 | 9.75 | -1.00 | -0.13 | 123.37 | 184698
-0.14 | 0.05 | 9.71 | -1.00 | -0.13 | 123.44 | 184718
-0.05 | -0.12 | 9.86 | -1.00 | -0.13 | 123.37 | 184738
0.07 | 0.11 | 9.71 | -1.00 | -0.06 | 123.37 | 184758
-0.03 | 0.33 | 9.85 | -1.00 | -0.06 | 123.44 | 184778
0.11 | 0.40 | 9.76 | -1.00 | -0.13 | 123.44 | 184798
0.06 | 0.15 | 9.76 | -1.00 | -0.06 | 123.44 | 184818
-0.03 | -0.02 | 9.79 | -1.00 | -0.13 | 123.44 | 184838
0.00 | 0.26 | 9.85 | -1.00 | -0.13 | 123.44 | 184861
0.06 | 0.24 | 9.69 | -1.00 | -0.13 | 123.44 | 184880
0.00 | 0.13 | 9.80 | -1.00 | -0.13 | 123.44 | 184899
-0.02 | 0.13 | 9.77 | -1.00 | -0.13 | 123.44 | 184919
-0.07 | 0.19 | 9.83 | -1.00 | -0.13 | 123.44 | 184939
-0.04 | 0.16 | 9.70 | -1.00 | -0.13 | 123.44 | 184959
-0.13 | 0.16 | 9.83 | -1.00 | -0.13 | 123.44 | 184979
-0.08 | 0.22 | 9.73 | -1.00 | -0.13 | 123.44 | 184999
-0.15 | 0.17 | 9.79 | -1.00 | -0.13 | 123.44 | 185019
-0.11 | 0.14 | 9.71 | -1.00 | -0.13 | 123.44 | 185039
-0.17 | 0.21 | 9.70 | -1.00 | -0.13 | 123.44 | 185064
-0.20 | 0.20 | 9.79 | -1.00 | -0.13 | 123.44 | 185083
-0.21 | 0.16 | 9.74 | -1.00 | -0.13 | 123.44 | 185101
-0.19 | 0.17 | 9.76 | -1.00 | -0.19 | 123.44 | 185121
-0.18 | 0.20 | 9.75 | -1.00 | -0.19 | 123.44 | 185140
-0.17 | 0.16 | 9.75 | -1.00 | -0.19 | 123.44 | 185160
-0.11 | 0.16 | 9.75 | -1.00 | -0.19 | 123.44 | 185180
-0.09 | 0.18 | 9.77 | -1.00 | -0.19 | 123.44 | 185200
-0.09 | 0.18 | 9.76 | -1.00 | -0.19 | 123.44 | 185220
-0.06 | 0.18 | 9.76 | -1.00 | -0.19 | 123.44 | 185243
-0.06 | 0.19 | 9.75 | -1.00 | -0.19 | 123.44 | 185262
-0.06 | 0.16 | 9.75 | -1.00 | -0.19 | 123.44 | 185282
-0.10 | 0.18 | 9.76 | -1.00 | -0.19 | 123.44 | 185301
-0.11 | 0.18 | 9.75 | -1.00 | -0.19 | 123.44 | 185321
-0.13 | 0.17 | 9.76 | -1.00 | -0.19 | 123.44 | 185341
-0.15 | 0.20 | 9.76 | -1.00 | -0.19 | 123.44 | 185361
-0.15 | 0.19 | 9.76 | -1.00 | -0.19 | 123.44 | 185381
-0.17 | 0.18 | 9.75 | -1.00 | -0.19 | 123.44 | 185401
-0.12 | 0.18 | 9.74 | -1.00 | -0.25 | 123.44 | 185427
-0.10 | 0.17 | 9.76 | -1.00 | -0.25 | 123.44 | 185449
-0.09 | 0.17 | 9.76 | -1.00 | -0.25 | 123.44 | 185470
-0.11 | 0.16 | 9.77 | -1.00 | -0.25 | 123.44 | 185490
-0.09 | 0.19 | 9.77 | -1.00 | -0.25 | 123.44 | 185511
-0.10 | 0.18 | 9.77 | -1.00 | -0.25 | 123.44 | 185532
-0.12 | 0.20 | 9.76 | -1.00 | -0.25 | 123.44 | 185552
-0.11 | 0.18 | 9.78 | -1.00 | -0.25 | 123.44 | 185572
-0.14 | 0.16 | 9.75 | -1.00 | -0.25 | 123.44 | 185603
-0.11 | 0.20 | 9.75 | -1.00 | -0.25 | 123.44 | 185623
-0.10 | 0.17 | 9.75 | -1.00 | -0.25 | 123.44 | 185647
-0.11 | 0.18 | 9.76 | -1.00 | -0.25 | 123.44 | 185666
-0.11 | 0.17 | 9.78 | -1.00 | -0.25 | 123.44 | 185685
-0.12 | 0.17 | 9.78 | -1.00 | -0.25 | 123.44 | 185704
-0.11 | 0.18 | 9.76 | -1.00 | -0.25 | 123.44 | 185724
