Accx | Accy | Accz | Roll | Pitch | Yaw | Time(ms)
-0.23 | 0.41 | 9.74 | -2.50 | -1.44 | 350.56 | 166316
-0.25 | 0.39 | 9.75 | -2.50 | -1.44 | 350.56 | 166349
-0.23 | 0.40 | 9.72 | -2.50 | -1.44 | 350.56 | 166381
-0.23 | 0.41 | 9.74 | -2.50 | -1.44 | 350.56 | 166416
-0.24 | 0.41 | 9.74 | -2.50 | -1.44 | 350.56 | 166456
-0.25 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 166489
-0.26 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 166523
-0.23 | 0.37 | 9.74 | -2.50 | -1.44 | 350.56 | 166558
-0.24 | 0.39 | 9.77 | -2.50 | -1.44 | 350.56 | 166590
-0.24 | 0.39 | 9.76 | -2.50 | -1.44 | 350.56 | 166625
-0.24 | 0.40 | 9.72 | -2.50 | -1.44 | 350.56 | 166659
-0.23 | 0.39 | 9.76 | -2.50 | -1.44 | 350.56 | 166691
-0.23 | 0.39 | 9.71 | -2.50 | -1.44 | 350.56 | 166726
-0.25 | 0.38 | 9.76 | -2.50 | -1.44 | 350.56 | 166762
-0.24 | 0.39 | 9.73 | -2.50 | -1.44 | 350.56 | 166796
-0.25 | 0.39 | 9.75 | -2.50 | -1.44 | 350.56 | 166830
-0.25 | 0.39 | 9.73 | -2.50 | -1.44 | 350.56 | 166863
-0.25 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 166897
-0.24 | 0.41 | 9.74 | -2.50 | -1.44 | 350.56 | 166931
-0.25 | 0.39 | 9.74 | -2.50 | -1.44 | 350.56 | 166965
-0.25 | 0.37 | 9.76 | -2.50 | -1.44 | 350.56 | 167000
-0.24 | 0.40 | 9.73 | -2.50 | -1.44 | 350.56 | 167033
-0.23 | 0.38 | 9.71 | -2.50 | -1.44 | 350.56 | 167072
-0.26 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 167104
-0.23 | 0.39 | 9.75 | -2.50 | -1.44 | 350.56 | 167136
-0.24 | 0.39 | 9.75 | -2.50 | -1.44 | 350.56 | 167171
-0.26 | 0.39 | 9.74 | -2.50 | -1.44 | 350.56 | 167204
-0.22 | 0.39 | 9.76 | -2.50 | -1.44 | 350.56 | 167236
-0.25 | 0.39 | 9.75 | -2.50 | -1.44 | 350.56 | 167271
-0.22 | 0.40 | 9.78 | -2.50 | -1.44 | 350.56 | 167304
-0.25 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 167336
-0.24 | 0.39 | 9.72 | -2.50 | -1.44 | 350.56 | 167369
-0.25 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 167414
-0.24 | 0.39 | 9.74 | -2.50 | -1.44 | 350.56 | 167449
-0.24 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 167484
-0.24 | 0.39 | 9.75 | -2.50 | -1.44 | 350.56 | 167518
-0.25 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 167553
-0.24 | 0.39 | 9.77 | -2.50 | -1.44 | 350.56 | 167586
-0.24 | 0.38 | 9.74 | -2.50 | -1.44 | 350.56 | 167622
-0.25 | 0.39 | 9.75 | -2.50 | -1.44 | 350.56 | 167656
-0.23 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 167688
-0.25 | 0.38 | 9.74 | -2.50 | -1.44 | 350.56 | 167726
-0.24 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 167759
-0.23 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 167792
-0.23 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 167825
-0.25 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 167857
-0.24 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 167889
-0.23 | 0.39 | 9.76 | -2.50 | -1.44 | 350.56 | 167924
-0.24 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 167957
-0.24 | 0.39 | 9.74 | -2.50 | -1.44 | 350.56 | 167988
-0.26 | 0.40 | 9.73 | -2.50 | -1.44 | 350.56 | 168026
-0.24 | 0.37 | 9.75 | -2.50 | -1.44 | 350.56 | 168058
-0.23 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 168090
-0.21 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 168125
-0.23 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 168158
-0.25 | 0.41 | 9.76 | -2.50 | -1.44 | 350.56 | 168190
-0.24 | 0.40 | 9.73 | -2.50 | -1.44 | 350.56 | 168224
-0.23 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 168258
-0.23 | 0.41 | 9.71 | -2.50 | -1.44 | 350.56 | 168290
-0.26 | 0.38 | 9.73 | -2.50 | -1.44 | 350.56 | 168328
-0.24 | 0.41 | 9.73 | -2.50 | -1.44 | 350.56 | 168360
-0.24 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 168392
-0.23 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 168427
-0.23 | 0.37 | 9.74 | -2.50 | -1.44 | 350.56 | 168460
-0.25 | 0.39 | 9.76 | -2.50 | -1.44 | 350.56 | 168492
-0.25 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 168525
-0.25 | 0.39 | 9.73 | -2.50 | -1.44 | 350.56 | 168560
-0.24 | 0.41 | 9.74 | -2.50 | -1.44 | 350.56 | 168592
-0.25 | 0.41 | 9.77 | -2.50 | -1.44 | 350.56 | 168639
-0.24 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 168676
-0.22 | 0.40 | 9.73 | -2.50 | -1.44 | 350.56 | 168710
-0.25 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 168743
-0.24 | 0.39 | 9.73 | -2.50 | -1.44 | 350.56 | 168776
-0.25 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 168811
-0.24 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 168843
-0.24 | 0.39 | 9.73 | -2.50 | -1.44 | 350.56 | 168877
-0.25 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 168911
-0.23 | 0.39 | 9.77 | -2.50 | -1.44 | 350.56 | 168944
-0.24 | 0.39 | 9.74 | -2.50 | -1.44 | 350.56 | 168983
-0.24 | 0.40 | 9.73 | -2.50 | -1.44 | 350.56 | 169015
-0.23 | 0.39 | 9.76 | -2.50 | -1.44 | 350.56 | 169046
-0.23 | 0.40 | 9.72 | -2.50 | -1.44 | 350.56 | 169081
-0.25 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 169114
-0.22 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 169146
-0.23 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 169180
-0.25 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 169214
-0.23 | 0.39 | 9.74 | -2.50 | -1.44 | 350.56 | 169246
-0.23 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 169284
-0.24 | 0.38 | 9.75 | -2.50 | -1.44 | 350.56 | 169316
-0.25 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 169348
-0.24 | 0.39 | 9.72 | -2.50 | -1.44 | 350.56 | 169383
-0.23 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 169416
-0.25 | 0.40 | 9.77 | -2.50 | -1.44 | 350.56 | 169447
-0.24 | 0.41 | 9.74 | -2.50 | -1.44 | 350.56 | 169482
-0.22 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 169516
-0.24 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 169548
-0.23 | 0.39 | 9.75 | -2.50 | -1.44 | 350.56 | 169582
-0.24 | 0.42 | 9.74 | -2.50 | -1.44 | 350.56 | 169619
-0.24 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 169651
-0.25 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 169685
-0.24 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 169718
-0.23 | 0.40 | 9.73 | -2.50 | -1.44 | 350.56 | 169750
-0.24 | 0.38 | 9.75 | -2.50 | -1.44 | 350.56 | 169784
-0.25 | 0.39 | 9.75 | -2.50 | -1.44 | 350.56 | 169818
-0.23 | 0.41 | 9.75 | -2.50 | -1.44 | 350.56 | 169850
-0.25 | 0.40 | 9.73 | -2.50 | -1.44 | 350.56 | 169884
-0.25 | 0.43 | 9.78 | -2.50 | -1.44 | 350.56 | 169920
-0.24 | 0.39 | 9.74 | -2.50 | -1.44 | 350.56 | 169952
-0.24 | 0.39 | 9.74 | -2.50 | -1.44 | 350.56 | 169986
-0.25 | 0.39 | 9.74 | -2.50 | -1.44 | 350.56 | 170019
-0.23 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 170051
-0.23 | 0.38 | 9.72 | -2.50 | -1.44 | 350.56 | 170085
-0.24 | 0.40 | 9.78 | -2.50 | -1.44 | 350.56 | 170119
-0.25 | 0.38 | 9.77 | -2.50 | -1.44 | 350.56 | 170151
-0.24 | 0.39 | 9.75 | -2.50 | -1.44 | 350.56 | 170185
-0.24 | 0.38 | 9.74 | -2.50 | -1.44 | 350.56 | 170222
-0.24 | 0.39 | 9.77 | -2.50 | -1.44 | 350.56 | 170254
-0.23 | 0.40 | 9.72 | -2.50 | -1.44 | 350.56 | 170289
-0.23 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 170322
-0.24 | 0.39 | 9.77 | -2.50 | -1.44 | 350.56 | 170353
-0.24 | 0.39 | 9.73 | -2.50 | -1.44 | 350.56 | 170388
-0.25 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 170421
-0.25 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 170453
-0.24 | 0.39 | 9.74 | -2.50 | -1.44 | 350.56 | 170487
-0.23 | 0.39 | 9.74 | -2.50 | -1.44 | 350.56 | 170521
-0.26 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 170557
-0.25 | 0.40 | 9.72 | -2.50 | -1.44 | 350.56 | 170591
-0.24 | 0.39 | 9.75 | -2.50 | -1.44 | 350.56 | 170624
-0.23 | 0.38 | 9.73 | -2.50 | -1.44 | 350.56 | 170655
-0.25 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 170690
-0.24 | 0.40 | 9.77 | -2.50 | -1.44 | 350.56 | 170724
-0.24 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 170755
-0.23 | 0.38 | 9.74 | -2.50 | -1.44 | 350.56 | 170789
-0.23 | 0.39 | 9.75 | -2.50 | -1.44 | 350.56 | 170823
-0.22 | 0.39 | 9.75 | -2.50 | -1.44 | 350.56 | 170861
-0.25 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 170894
-0.24 | 0.40 | 9.73 | -2.50 | -1.44 | 350.56 | 170926
-0.24 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 170958
-0.24 | 0.40 | 9.72 | -2.50 | -1.44 | 350.56 | 170993
-0.22 | 0.40 | 9.73 | -2.50 | -1.44 | 350.56 | 171025
-0.24 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 171057
-0.25 | 0.41 | 9.72 | -2.50 | -1.44 | 350.56 | 171091
-0.25 | 0.41 | 9.77 | -2.50 | -1.44 | 350.56 | 171125
-0.23 | 0.39 | 9.75 | -2.50 | -1.44 | 350.56 | 171161
-0.22 | 0.39 | 9.74 | -2.50 | -1.44 | 350.56 | 171195
-0.22 | 0.41 | 9.75 | -2.50 | -1.44 | 350.56 | 171227
-0.25 | 0.41 | 9.76 | -2.50 | -1.44 | 350.56 | 171259
-0.23 | 0.39 | 9.73 | -2.50 | -1.44 | 350.56 | 171294
-0.26 | 0.41 | 9.76 | -2.50 | -1.44 | 350.56 | 171327
-0.22 | 0.39 | 9.75 | -2.50 | -1.44 | 350.56 | 171359
-0.25 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 171393
-0.23 | 0.39 | 9.75 | -2.50 | -1.44 | 350.56 | 171427
-0.25 | 0.40 | 9.72 | -2.50 | -1.44 | 350.56 | 171459
-0.23 | 0.40 | 9.72 | -2.50 | -1.44 | 350.56 | 171498
-0.26 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 171529
-0.23 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 171561
-0.23 | 0.41 | 9.74 | -2.50 | -1.44 | 350.56 | 171596
-0.25 | 0.39 | 9.73 | -2.50 | -1.44 | 350.56 | 171629
-0.24 | 0.37 | 9.77 | -2.50 | -1.44 | 350.56 | 171661
-0.23 | 0.41 | 9.73 | -2.50 | -1.44 | 350.56 | 171694
-0.24 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 171729
-0.23 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 171761
-0.25 | 0.40 | 9.73 | -2.50 | -1.44 | 350.56 | 171799
-0.25 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 171831
-0.23 | 0.38 | 9.74 | -2.50 | -1.44 | 350.56 | 171863
-0.24 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 171898
-0.23 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 171931
-0.23 | 0.40 | 9.79 | -2.50 | -1.44 | 350.56 | 171963
-0.25 | 0.40 | 9.71 | -2.50 | -1.44 | 350.56 | 171996
-0.25 | 0.39 | 9.77 | -2.50 | -1.44 | 350.56 | 172030
-0.24 | 0.41 | 9.75 | -2.50 | -1.44 | 350.56 | 172063
-0.24 | 0.39 | 9.75 | -2.50 | -1.44 | 350.56 | 172101
-0.25 | 0.39 | 9.74 | -2.50 | -1.44 | 350.56 | 172133
-0.25 | 0.40 | 9.77 | -2.50 | -1.44 | 350.56 | 172165
-0.25 | 0.41 | 9.75 | -2.50 | -1.44 | 350.56 | 172200
-0.25 | 0.40 | 9.73 | -2.50 | -1.44 | 350.56 | 172233
-0.24 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 172264
-0.23 | 0.39 | 9.74 | -2.50 | -1.44 | 350.56 | 172298
-0.26 | 0.39 | 9.73 | -2.50 | -1.44 | 350.56 | 172332
-0.24 | 0.41 | 9.74 | -2.50 | -1.44 | 350.56 | 172365
-0.24 | 0.39 | 9.73 | -2.50 | -1.44 | 350.56 | 172403
-0.25 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 172435
-0.23 | 0.39 | 9.76 | -2.50 | -1.44 | 350.56 | 172467
-0.25 | 0.42 | 9.73 | -2.50 | -1.44 | 350.56 | 172501
-0.24 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 172534
-0.26 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 172566
-0.25 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 172600
-0.24 | 0.40 | 9.77 | -2.50 | -1.44 | 350.56 | 172634
-0.24 | 0.39 | 9.74 | -2.50 | -1.44 | 350.56 | 172666
-0.24 | 0.39 | 9.74 | -2.50 | -1.44 | 350.56 | 172702
-0.26 | 0.40 | 9.72 | -2.50 | -1.44 | 350.56 | 172753
-0.24 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 172786
-0.25 | 0.40 | 9.77 | -2.50 | -1.44 | 350.56 | 172818
-0.23 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 172851
-0.24 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 172885
-0.25 | 0.38 | 9.75 | -2.50 | -1.44 | 350.56 | 172918
-0.23 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 172951
-0.25 | 0.38 | 9.72 | -2.50 | -1.44 | 350.56 | 172986
-0.23 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 173018
-0.24 | 0.40 | 9.78 | -2.50 | -1.44 | 350.56 | 173056
-0.24 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 173088
-0.25 | 0.39 | 9.78 | -2.50 | -1.44 | 350.56 | 173120
-0.25 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 173155
-0.24 | 0.39 | 9.76 | -2.50 | -1.44 | 350.56 | 173188
-0.24 | 0.38 | 9.76 | -2.50 | -1.44 | 350.56 | 173220
-0.23 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 173254
-0.25 | 0.39 | 9.76 | -2.50 | -1.44 | 350.56 | 173288
-0.24 | 0.39 | 9.75 | -2.50 | -1.44 | 350.56 | 173320
-0.23 | 0.39 | 9.76 | -2.50 | -1.44 | 350.56 | 173359
-0.25 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 173391
-0.23 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 173422
-0.23 | 0.40 | 9.71 | -2.50 | -1.44 | 350.56 | 173457
-0.23 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 173490
-0.25 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 173522
-0.23 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 173555
-0.25 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 173590
-0.25 | 0.39 | 9.76 | -2.50 | -1.44 | 350.56 | 173622
-0.22 | 0.40 | 9.73 | -2.50 | -1.44 | 350.56 | 173655
-0.24 | 0.41 | 9.72 | -2.50 | -1.44 | 350.56 | 173692
-0.23 | 0.40 | 9.73 | -2.50 | -1.44 | 350.56 | 173723
-0.25 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 173758
-0.22 | 0.41 | 9.73 | -2.50 | -1.44 | 350.56 | 173791
-0.25 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 173823
-0.24 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 173857
-0.25 | 0.40 | 9.73 | -2.50 | -1.44 | 350.56 | 173891
-0.25 | 0.41 | 9.73 | -2.50 | -1.44 | 350.56 | 173924
-0.24 | 0.39 | 9.73 | -2.50 | -1.44 | 350.56 | 173957
-0.24 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 173994
-0.22 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 174026
-0.25 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 174060
-0.24 | 0.39 | 9.77 | -2.50 | -1.44 | 350.56 | 174094
-0.24 | 0.40 | 9.73 | -2.50 | -1.44 | 350.56 | 174125
-0.24 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 174159
-0.24 | 0.40 | 9.75 | -2.50 | -1.44 | 350.56 | 174193
-0.22 | 0.42 | 9.74 | -2.50 | -1.44 | 350.56 | 174226
-0.22 | 0.39 | 9.76 | -2.50 | -1.44 | 350.56 | 174259
-0.23 | 0.39 | 9.73 | -2.50 | -1.44 | 350.56 | 174295
-0.23 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 174327
-0.24 | 0.40 | 9.74 | -2.50 | -1.44 | 350.56 | 174362
-0.23 | 0.39 | 9.75 | -2.50 | -1.44 | 350.56 | 174395
-0.25 | 0.41 | 9.73 | -2.50 | -1.44 | 350.56 | 174427
-0.25 | 0.38 | 9.75 | -2.50 | -1.44 | 350.56 | 174461
-0.23 | 0.40 | 9.76 | -2.50 | -1.44 | 350.56 | 174495
-0.24 | 0.40 | 9.73 | -2.50 | -1.44 | 350.56 | 174527
0.66 | 1.49 | 16.22 | -2.50 | -1.44 | 350.56 | 174561
1.02 | -0.04 | 10.29 | -2.50 | -1.44 | 350.69 | 174593
0.57 | 0.24 | 9.42 | -2.44 | -1.31 | 350.56 | 174630
2.18 | 1.30 | 8.23 | -2.37 | -1.37 | 350.31 | 174665
1.56 | -0.67 | 9.10 | -2.50 | -1.44 | 350.44 | 174697
1.33 | -0.58 | 9.37 | -2.81 | -1.62 | 350.31 | 174729
-0.13 | 0.50 | 14.37 | -3.62 | -2.00 | 350.00 | 174762
0.55 | 0.62 | 7.06 | -4.44 | -2.50 | 349.75 | 174794
0.02 | 0.46 | 7.12 | -5.87 | -3.19 | 349.56 | 174828
-0.04 | 1.01 | 6.39 | -7.19 | -3.81 | 349.25 | 174860
0.40 | 2.01 | 3.39 | -8.56 | -4.44 | 349.19 | 174891
-0.73 | 2.16 | 8.56 | -10.50 | -5.37 | 349.56 | 174929
-0.93 | 2.92 | 10.75 | -11.88 | -6.06 | 350.00 | 174960
-1.86 | 3.40 | 14.01 | -13.13 | -6.75 | 350.37 | 174992
-0.88 | 2.55 | 9.96 | -14.25 | -7.31 | 351.00 | 175027
-1.12 | 1.98 | 6.74 | -15.69 | -8.06 | 351.87 | 175060
-1.23 | 3.33 | 8.45 | -16.44 | -8.50 | 352.50 | 175092
-1.05 | 2.42 | 8.45 | -17.00 | -8.81 | 353.12 | 175126
-1.33 | 2.58 | 9.45 | -17.19 | -9.19 | 353.69 | 175160
-1.47 | 2.23 | 9.46 | -16.94 | -9.50 | 354.06 | 175191
-0.36 | 1.97 | 4.19 | -16.06 | -9.81 | 354.25 | 175230
-1.62 | 1.64 | 10.24 | -14.94 | -10.13 | 354.06 | 175262
-1.90 | 2.53 | 9.78 | -13.69 | -10.44 | 353.87 | 175294
-1.70 | 1.73 | 9.91 | -12.25 | -10.94 | 353.62 | 175329
-2.84 | 2.58 | 14.89 | -10.25 | -11.69 | 353.19 | 175361
-1.67 | 1.33 | 9.24 | -8.94 | -12.31 | 352.87 | 175393
-1.80 | 1.61 | 8.95 | -8.00 | -13.00 | 352.56 | 175427
-1.84 | 1.22 | 8.59 | -7.12 | -13.88 | 352.31 | 175461
-2.12 | 1.34 | 9.59 | -6.81 | -14.56 | 352.19 | 175493
-2.35 | 1.41 | 10.28 | -6.75 | -15.50 | 352.19 | 175531
-2.39 | 1.14 | 9.79 | -6.81 | -16.06 | 352.19 | 175563
-2.20 | 0.97 | 9.67 | -6.94 | -16.44 | 352.44 | 175595
-2.24 | 0.91 | 9.98 | -7.00 | -16.37 | 352.44 | 175629
-2.19 | 1.31 | 9.71 | -7.00 | -16.06 | 352.50 | 175662
-2.02 | 0.75 | 9.81 | -6.87 | -15.69 | 352.50 | 175694
-1.94 | 0.83 | 9.32 | -6.75 | -15.31 | 352.31 | 175727
-1.95 | 0.83 | 9.19 | -6.62 | -14.75 | 352.06 | 175762
-1.77 | 0.62 | 9.32 | -6.19 | -13.81 | 351.75 | 175793
-2.19 | 1.06 | 10.04 | -5.87 | -13.19 | 351.37 | 175833
-2.49 | 1.22 | 10.55 | -5.56 | -13.00 | 351.25 | 175865
-2.86 | 1.08 | 10.21 | -5.31 | -13.06 | 351.19 | 175897
-2.76 | 0.85 | 10.00 | -5.06 | -13.31 | 351.06 | 175931
-3.03 | 0.57 | 10.06 | -5.00 | -13.56 | 351.00 | 175964
-3.01 | 0.93 | 10.12 | -5.06 | -13.69 | 350.69 | 175996
-2.78 | 0.44 | 10.22 | -5.25 | -13.69 | 350.44 | 176029
-2.64 | 0.62 | 9.70 | -5.69 | -13.50 | 349.81 | 176064
-2.43 | 0.67 | 9.36 | -5.94 | -13.44 | 349.37 | 176096
-2.34 | 0.57 | 8.62 | -6.06 | -13.25 | 348.87 | 176134
-2.10 | 0.47 | 8.11 | -6.12 | -12.94 | 348.50 | 176167
-1.95 | 0.85 | 8.03 | -6.12 | -12.50 | 347.94 | 176198
-1.73 | 0.83 | 7.55 | -6.12 | -12.00 | 347.69 | 176233
-1.63 | 0.96 | 7.33 | -6.00 | -11.44 | 347.44 | 176266
-1.43 | 0.86 | 7.26 | -6.00 | -11.13 | 347.44 | 176298
-1.34 | 0.65 | 7.51 | -6.06 | -10.94 | 347.56 | 176332
-1.56 | 0.60 | 7.44 | -6.56 | -10.69 | 347.69 | 176365
-1.98 | 0.85 | 9.03 | -7.25 | -10.38 | 347.62 | 176397
-2.85 | 2.04 | 10.03 | -8.50 | -10.44 | 348.12 | 176437
-3.00 | 2.38 | 9.69 | -9.25 | -10.81 | 348.44 | 176469
-3.11 | 1.91 | 9.43 | -9.63 | -11.38 | 348.69 | 176500
-2.84 | 1.87 | 8.70 | -9.81 | -12.00 | 349.37 | 176535
-2.96 | 1.92 | 9.19 | -9.81 | -12.88 | 349.94 | 176568
-3.53 | 2.19 | 9.10 | -9.94 | -13.75 | 350.31 | 176600
-3.95 | 2.17 | 9.01 | -10.25 | -14.75 | 351.00 | 176633
-4.26 | 1.97 | 9.10 | -10.88 | -16.06 | 351.44 | 176668
-4.11 | 1.73 | 8.89 | -11.44 | -16.87 | 352.00 | 176700
-3.62 | 1.74 | 8.74 | -11.81 | -17.50 | 352.69 | 176738
-3.52 | 1.36 | 9.47 | -11.88 | -17.75 | 353.12 | 176771
-3.23 | 1.60 | 9.34 | -11.56 | -17.94 | 353.56 | 176815
-3.48 | 1.11 | 9.70 | -11.00 | -17.94 | 353.81 | 176848
-3.41 | 1.11 | 9.47 | -10.31 | -17.81 | 353.87 | 176880
-3.26 | 1.45 | 9.51 | -9.56 | -17.56 | 353.75 | 176913
-3.44 | 1.42 | 9.75 | -8.69 | -17.19 | 353.56 | 176945
-3.21 | 1.25 | 9.53 | -7.50 | -16.69 | 353.19 | 176980
-3.23 | 1.17 | 9.67 | -6.87 | -16.44 | 352.81 | 177011
-2.89 | 0.92 | 9.09 | -6.44 | -16.25 | 352.31 | 177043
-2.89 | 1.24 | 8.77 | -6.19 | -16.00 | 351.69 | 177081
-3.21 | 1.29 | 9.59 | -6.06 | -15.81 | 351.31 | 177113
-2.99 | 1.80 | 8.79 | -6.19 | -15.75 | 350.94 | 177145
-3.11 | 1.58 | 8.99 | -6.37 | -15.81 | 350.75 | 177180
-2.90 | 1.26 | 8.44 | -6.87 | -16.25 | 350.69 | 177212
-3.38 | 0.87 | 8.10 | -7.31 | -16.69 | 350.62 | 177244
-1.33 | 1.30 | 11.11 | -7.69 | -15.69 | 350.69 | 177278
-1.69 | 0.79 | 6.38 | -7.94 | -14.50 | 350.87 | 177311
-1.96 | 1.13 | 8.49 | -8.00 | -13.75 | 351.06 | 177344
-2.41 | 0.79 | 18.32 | -8.00 | -13.00 | 351.25 | 177382
-0.74 | 0.33 | 3.76 | -8.13 | -12.25 | 351.31 | 177415
-1.37 | 0.56 | 11.71 | -8.44 | -11.38 | 351.31 | 177448
-1.33 | 1.15 | 10.32 | -8.81 | -10.00 | 351.31 | 177483
-0.30 | 1.16 | 6.85 | -9.25 | -9.06 | 351.44 | 177516
-1.01 | 2.61 | 11.24 | -9.69 | -8.06 | 351.56 | 177548
-2.80 | 2.76 | 10.89 | -10.38 | -7.00 | 351.81 | 177583
-0.09 | 1.21 | 3.10 | -8.75 | -6.56 | 351.62 | 177616
-0.24 | 0.96 | 3.94 | -7.56 | -5.94 | 351.19 | 177648
-0.87 | 1.69 | 10.72 | -5.62 | -5.19 | 350.50 | 177686
-0.47 | 0.19 | 9.77 | -4.44 | -4.62 | 350.06 | 177720
-0.50 | 0.42 | 10.04 | -3.31 | -4.19 | 349.81 | 177752
-0.95 | 0.53 | 11.29 | -1.87 | -3.62 | 349.62 | 177786
-1.82 | 0.17 | 12.18 | -0.88 | -3.25 | 349.56 | 177819
-1.57 | -0.34 | 5.55 | -0.56 | -3.19 | 349.50 | 177851
-0.65 | 0.49 | 2.52 | -0.50 | -3.25 | 349.56 | 177886
-1.31 | 1.75 | 9.68 | -0.50 | -3.37 | 349.56 | 177918
-1.70 | 0.01 | 8.85 | -0.62 | -3.50 | 349.44 | 177951
-1.57 | 0.34 | 8.49 | -0.69 | -3.56 | 349.50 | 177988
-1.69 | 0.15 | 10.52 | -0.69 | -3.62 | 349.69 | 178021
-1.51 | 0.23 | 8.85 | -0.62 | -3.62 | 349.87 | 178053
