Accx | Accy | Accz | Roll | Pitch | Yaw | Time(ms)
-0.18 | 0.36 | 9.71 | -1.69 | 0.00 | 351.75 | 91745
-0.16 | 0.38 | 9.70 | -1.69 | 0.00 | 351.75 | 91774
-0.20 | 0.37 | 9.69 | -1.69 | 0.00 | 351.56 | 91803
-0.18 | 0.37 | 9.72 | -1.69 | -0.06 | 351.56 | 91833
-0.18 | 0.36 | 9.73 | -1.69 | -0.06 | 351.56 | 91863
-0.17 | 0.37 | 9.72 | -1.69 | -0.06 | 351.56 | 91891
-0.18 | 0.37 | 9.69 | -1.69 | -0.06 | 351.37 | 91922
-0.18 | 0.36 | 9.71 | -1.75 | -0.13 | 351.37 | 91952
-0.18 | 0.37 | 9.75 | -1.75 | -0.13 | 351.37 | 91983
-0.17 | 0.35 | 9.73 | -1.75 | -0.13 | 351.37 | 92013
-0.19 | 0.36 | 9.73 | -1.75 | -0.13 | 351.19 | 92046
-0.18 | 0.35 | 9.71 | -1.75 | -0.19 | 351.19 | 92075
-0.17 | 0.32 | 9.75 | -1.75 | -0.19 | 351.19 | 92105
-0.18 | 0.36 | 9.75 | -1.75 | -0.19 | 351.19 | 92135
-0.20 | 0.36 | 9.72 | -1.75 | -0.19 | 351.25 | 92165
-0.19 | 0.34 | 9.72 | -1.75 | -0.19 | 351.25 | 92193
-0.18 | 0.35 | 9.72 | -1.75 | -0.25 | 351.37 | 92224
-0.21 | 0.35 | 9.74 | -1.75 | -0.25 | 351.37 | 92255
-0.19 | 0.35 | 9.76 | -1.75 | -0.25 | 351.37 | 92285
-0.18 | 0.36 | 9.76 | -1.75 | -0.25 | 351.25 | 92318
-0.19 | 0.36 | 9.72 | -1.81 | -0.25 | 351.06 | 92347
-0.18 | 0.37 | 9.72 | -1.81 | -0.31 | 351.06 | 92376
-0.18 | 0.36 | 9.75 | -1.81 | -0.31 | 351.00 | 92406
-0.19 | 0.34 | 9.75 | -1.81 | -0.31 | 351.00 | 92436
-0.18 | 0.35 | 9.71 | -1.81 | -0.31 | 351.00 | 92466
-0.17 | 0.38 | 9.74 | -1.81 | -0.31 | 351.00 | 92495
-0.17 | 0.36 | 9.76 | -1.81 | -0.31 | 350.87 | 92526
-0.18 | 0.35 | 9.75 | -1.81 | -0.31 | 350.87 | 92556
-0.17 | 0.33 | 9.73 | -1.81 | -0.31 | 350.87 | 92587
-0.18 | 0.35 | 9.75 | -1.81 | -0.37 | 350.87 | 92619
-0.18 | 0.34 | 9.77 | -1.81 | -0.37 | 350.81 | 92648
-0.18 | 0.34 | 9.73 | -1.81 | -0.37 | 350.81 | 92678
-0.19 | 0.36 | 9.74 | -1.81 | -0.37 | 350.87 | 92708
-0.17 | 0.34 | 9.75 | -1.81 | -0.37 | 350.87 | 92738
-0.18 | 0.35 | 9.75 | -1.81 | -0.37 | 350.87 | 92768
-0.18 | 0.34 | 9.73 | -1.81 | -0.37 | 350.87 | 92797
-0.19 | 0.33 | 9.74 | -1.81 | -0.37 | 350.81 | 92828
-0.17 | 0.36 | 9.73 | -1.81 | -0.37 | 350.75 | 92858
-0.19 | 0.34 | 9.74 | -1.81 | -0.37 | 350.75 | 92891
-0.19 | 0.33 | 9.73 | -1.81 | -0.37 | 350.75 | 92920
-0.18 | 0.35 | 9.75 | -1.81 | -0.37 | 350.75 | 92949
-0.19 | 0.36 | 9.73 | -1.81 | -0.37 | 350.75 | 92979
-0.20 | 0.36 | 9.74 | -1.81 | -0.37 | 350.81 | 93009
-0.18 | 0.35 | 9.77 | -1.81 | -0.37 | 350.81 | 93040
-0.15 | 0.35 | 9.75 | -1.81 | -0.37 | 350.81 | 93070
-0.19 | 0.35 | 9.74 | -1.81 | -0.37 | 350.81 | 93099
-0.18 | 0.36 | 9.74 | -1.81 | -0.37 | 350.81 | 93129
-0.18 | 0.36 | 9.76 | -1.81 | -0.37 | 350.81 | 93162
-0.19 | 0.34 | 9.73 | -1.81 | -0.37 | 350.81 | 93191
-0.16 | 0.35 | 9.77 | -1.81 | -0.37 | 350.75 | 93221
-0.18 | 0.35 | 9.76 | -1.81 | -0.37 | 350.75 | 93250
-0.18 | 0.34 | 9.73 | -1.81 | -0.37 | 350.75 | 93281
-0.18 | 0.35 | 9.75 | -1.81 | -0.37 | 350.69 | 93311
-0.16 | 0.34 | 9.75 | -1.81 | -0.37 | 350.69 | 93341
-0.17 | 0.33 | 9.73 | -1.81 | -0.37 | 350.62 | 93371
-0.17 | 0.37 | 9.73 | -1.81 | -0.37 | 350.62 | 93401
-0.16 | 0.35 | 9.75 | -1.81 | -0.37 | 350.62 | 93431
-0.18 | 0.36 | 9.75 | -1.81 | -0.37 | 350.69 | 93464
-0.18 | 0.35 | 9.73 | -1.81 | -0.37 | 350.69 | 93493
-0.17 | 0.35 | 9.74 | -1.81 | -0.37 | 350.69 | 93523
-0.17 | 0.36 | 9.74 | -1.81 | -0.37 | 350.69 | 93552
-0.19 | 0.36 | 9.73 | -1.81 | -0.37 | 350.69 | 93582
-0.17 | 0.33 | 9.76 | -1.81 | -0.37 | 350.69 | 93612
-0.17 | 0.33 | 9.75 | -1.81 | -0.37 | 350.69 | 93643
-0.15 | 0.33 | 9.74 | -1.81 | -0.37 | 350.69 | 93673
-0.18 | 0.35 | 9.73 | -1.81 | -0.37 | 350.69 | 93702
-0.19 | 0.33 | 9.76 | -1.81 | -0.37 | 350.69 | 93735
-0.17 | 0.35 | 9.77 | -1.81 | -0.37 | 350.69 | 93764
-0.19 | 0.35 | 9.76 | -1.81 | -0.37 | 350.69 | 93794
-0.16 | 0.33 | 9.74 | -1.81 | -0.37 | 350.69 | 93824
-0.18 | 0.36 | 9.76 | -1.81 | -0.37 | 350.69 | 93854
-0.18 | 0.35 | 9.74 | -1.81 | -0.37 | 350.69 | 93884
-0.18 | 0.33 | 9.78 | -1.81 | -0.37 | 350.69 | 93914
-0.17 | 0.36 | 9.74 | -1.81 | -0.37 | 350.69 | 93945
-0.18 | 0.34 | 9.72 | -1.81 | -0.37 | 350.69 | 93975
-0.18 | 0.36 | 9.72 | -1.81 | -0.37 | 350.69 | 94004
-0.18 | 0.37 | 9.72 | -1.81 | -0.37 | 350.69 | 94037
-0.18 | 0.33 | 9.76 | -1.81 | -0.37 | 350.69 | 94066
-0.18 | 0.35 | 9.76 | -1.81 | -0.37 | 350.69 | 94096
-0.19 | 0.38 | 9.75 | -1.81 | -0.37 | 350.69 | 94126
-0.16 | 0.35 | 9.77 | -1.81 | -0.37 | 350.69 | 94155
-0.17 | 0.37 | 9.73 | -1.81 | -0.37 | 350.69 | 94186
-0.17 | 0.34 | 9.72 | -1.81 | -0.37 | 350.69 | 94216
-0.17 | 0.36 | 9.76 | -1.81 | -0.37 | 350.69 | 94246
-0.16 | 0.37 | 9.73 | -1.81 | -0.37 | 350.69 | 94276
-0.19 | 0.36 | 9.74 | -1.81 | -0.37 | 350.69 | 94309
-0.18 | 0.35 | 9.73 | -1.81 | -0.37 | 350.69 | 94338
-0.18 | 0.36 | 9.77 | -1.81 | -0.37 | 350.69 | 94368
-0.18 | 0.35 | 9.72 | -1.81 | -0.37 | 350.69 | 94398
-0.18 | 0.35 | 9.76 | -1.81 | -0.37 | 350.69 | 94428
-0.17 | 0.35 | 9.74 | -1.81 | -0.37 | 350.69 | 94457
-0.19 | 0.36 | 9.74 | -1.81 | -0.37 | 350.69 | 94488
-0.18 | 0.34 | 9.75 | -1.81 | -0.37 | 350.69 | 94518
-0.15 | 0.33 | 9.75 | -1.81 | -0.37 | 350.69 | 94548
-0.18 | 0.37 | 9.76 | -1.81 | -0.37 | 350.69 | 94578
-0.19 | 0.36 | 9.74 | -1.81 | -0.37 | 350.69 | 94612
-0.15 | 0.36 | 9.76 | -1.81 | -0.37 | 350.69 | 94640
-0.16 | 0.36 | 9.74 | -1.81 | -0.37 | 350.69 | 94670
-0.18 | 0.34 | 9.74 | -1.81 | -0.37 | 350.69 | 94699
-0.16 | 0.34 | 9.76 | -1.81 | -0.37 | 350.69 | 94729
-0.16 | 0.34 | 9.73 | -1.81 | -0.37 | 350.69 | 94759
-0.18 | 0.32 | 9.74 | -1.81 | -0.37 | 350.69 | 94789
-0.19 | 0.37 | 9.76 | -1.81 | -0.37 | 350.69 | 94820
-0.15 | 0.34 | 9.76 | -1.81 | -0.37 | 350.69 | 94850
-0.18 | 0.34 | 9.75 | -1.81 | -0.37 | 350.69 | 94882
-0.18 | 0.36 | 9.74 | -1.81 | -0.37 | 350.69 | 94911
-0.14 | 0.36 | 9.73 | -1.81 | -0.37 | 350.69 | 94941
-0.18 | 0.34 | 9.77 | -1.81 | -0.37 | 350.69 | 94971
-0.19 | 0.33 | 9.74 | -1.81 | -0.37 | 350.69 | 95001
-0.14 | 0.34 | 9.75 | -1.81 | -0.37 | 350.69 | 95031
-0.19 | 0.35 | 9.74 | -1.81 | -0.37 | 350.69 | 95060
-0.16 | 0.35 | 9.75 | -1.81 | -0.37 | 350.69 | 95091
-0.18 | 0.34 | 9.75 | -1.81 | -0.37 | 350.69 | 95121
-0.16 | 0.35 | 9.75 | -1.81 | -0.37 | 350.69 | 95152
-0.18 | 0.37 | 9.72 | -1.81 | -0.37 | 350.69 | 95185
-0.18 | 0.35 | 9.74 | -1.81 | -0.37 | 350.69 | 95214
-0.18 | 0.36 | 9.72 | -1.81 | -0.37 | 350.69 | 95243
-0.16 | 0.33 | 9.73 | -1.81 | -0.37 | 350.69 | 95273
-0.16 | 0.36 | 9.72 | -1.81 | -0.37 | 350.69 | 95303
-0.18 | 0.36 | 9.75 | -1.81 | -0.37 | 350.69 | 95333
-0.18 | 0.33 | 9.73 | -1.81 | -0.37 | 350.69 | 95362
-0.18 | 0.34 | 9.77 | -1.81 | -0.37 | 350.69 | 95404
-0.17 | 0.35 | 9.75 | -1.81 | -0.37 | 350.69 | 95434
-0.18 | 0.34 | 9.76 | -1.81 | -0.37 | 350.69 | 95466
-0.16 | 0.34 | 9.73 | -1.81 | -0.37 | 350.69 | 95495
-0.17 | 0.32 | 9.75 | -1.81 | -0.37 | 350.69 | 95524
-0.18 | 0.35 | 9.74 | -1.81 | -0.37 | 350.69 | 95554
-0.17 | 0.32 | 9.77 | -1.81 | -0.37 | 350.69 | 95584
-0.18 | 0.35 | 9.76 | -1.81 | -0.37 | 350.69 | 95614
-0.16 | 0.33 | 9.74 | -1.81 | -0.37 | 350.69 | 95644
-0.18 | 0.36 | 9.74 | -1.81 | -0.37 | 350.69 | 95675
-0.17 | 0.32 | 9.73 | -1.81 | -0.37 | 350.69 | 95705
-0.16 | 0.36 | 9.76 | -1.81 | -0.37 | 350.69 | 95735
-0.16 | 0.36 | 9.75 | -1.81 | -0.37 | 350.69 | 95768
-0.18 | 0.32 | 9.72 | -1.81 | -0.37 | 350.69 | 95797
-0.18 | 0.34 | 9.76 | -1.81 | -0.37 | 350.69 | 95826
-0.17 | 0.36 | 9.74 | -1.81 | -0.37 | 350.69 | 95856
-0.18 | 0.35 | 9.76 | -1.81 | -0.37 | 350.69 | 95886
-0.18 | 0.35 | 9.76 | -1.81 | -0.37 | 350.69 | 95916
-0.17 | 0.37 | 9.74 | -1.81 | -0.37 | 350.69 | 95946
-0.18 | 0.35 | 9.77 | -1.81 | -0.37 | 350.69 | 95976
-0.17 | 0.35 | 9.75 | -1.81 | -0.37 | 350.69 | 96007
-0.19 | 0.34 | 9.74 | -1.81 | -0.37 | 350.69 | 96039
-0.17 | 0.35 | 9.73 | -1.81 | -0.37 | 350.69 | 96068
-0.19 | 0.34 | 9.72 | -1.81 | -0.37 | 350.69 | 96098
-0.16 | 0.34 | 9.75 | -1.81 | -0.37 | 350.69 | 96128
-0.18 | 0.35 | 9.75 | -1.81 | -0.37 | 350.69 | 96158
-0.17 | 0.35 | 9.73 | -1.81 | -0.37 | 350.69 | 96188
-0.16 | 0.35 | 9.75 | -1.81 | -0.37 | 350.69 | 96217
-0.17 | 0.36 | 9.73 | -1.81 | -0.37 | 350.69 | 96248
-0.17 | 0.33 | 9.73 | -1.81 | -0.37 | 350.69 | 96278
-0.20 | 0.33 | 9.74 | -1.81 | -0.37 | 350.69 | 96309
-0.17 | 0.36 | 9.73 | -1.81 | -0.37 | 350.69 | 96342
-0.18 | 0.34 | 9.77 | -1.81 | -0.37 | 350.69 | 96371
-0.16 | 0.33 | 9.72 | -1.81 | -0.37 | 350.69 | 96400
-0.18 | 0.35 | 9.74 | -1.81 | -0.37 | 350.69 | 96430
-0.16 | 0.35 | 9.75 | -1.81 | -0.37 | 350.69 | 96460
-0.17 | 0.33 | 9.79 | -1.81 | -0.37 | 350.69 | 96490
-0.17 | 0.36 | 9.74 | -1.81 | -0.37 | 350.69 | 96519
-0.17 | 0.34 | 9.73 | -1.81 | -0.37 | 350.69 | 96550
-0.17 | 0.33 | 9.75 | -1.81 | -0.37 | 350.69 | 96580
-0.18 | 0.34 | 9.74 | -1.81 | -0.37 | 350.69 | 96612
-0.18 | 0.34 | 9.74 | -1.81 | -0.37 | 350.69 | 96641
-0.17 | 0.34 | 9.75 | -1.81 | -0.37 | 350.69 | 96671
-0.16 | 0.34 | 9.74 | -1.81 | -0.37 | 350.69 | 96701
-0.17 | 0.33 | 9.74 | -1.81 | -0.37 | 350.69 | 96731
-0.17 | 0.33 | 9.74 | -1.81 | -0.37 | 350.69 | 96761
-0.16 | 0.35 | 9.74 | -1.81 | -0.37 | 350.69 | 96791
-0.19 | 0.36 | 9.74 | -1.81 | -0.37 | 350.69 | 96821
-0.17 | 0.36 | 9.72 | -1.81 | -0.37 | 350.69 | 96851
-0.17 | 0.34 | 9.76 | -1.81 | -0.37 | 350.69 | 96882
-0.16 | 0.35 | 9.75 | -1.81 | -0.37 | 350.69 | 96915
-0.16 | 0.36 | 9.74 | -1.81 | -0.37 | 350.69 | 96944
-0.16 | 0.33 | 9.74 | -1.81 | -0.37 | 350.69 | 96973
-0.18 | 0.35 | 9.75 | -1.81 | -0.37 | 350.69 | 97003
-0.18 | 0.35 | 9.75 | -1.81 | -0.37 | 350.69 | 97033
-0.19 | 0.33 | 9.72 | -1.81 | -0.37 | 350.69 | 97063
-0.17 | 0.36 | 9.77 | -1.81 | -0.37 | 350.69 | 97093
-0.17 | 0.34 | 9.73 | -1.81 | -0.37 | 350.69 | 97122
-0.18 | 0.35 | 9.71 | -1.81 | -0.37 | 350.69 | 97153
-0.16 | 0.34 | 9.74 | -1.81 | -0.37 | 350.69 | 97186
-0.17 | 0.36 | 9.74 | -1.81 | -0.37 | 350.69 | 97215
-0.18 | 0.34 | 9.72 | -1.81 | -0.37 | 350.69 | 97245
-0.18 | 0.33 | 9.74 | -1.81 | -0.37 | 350.69 | 97275
-0.17 | 0.34 | 9.72 | -1.81 | -0.37 | 350.69 | 97305
-0.19 | 0.35 | 9.75 | -1.81 | -0.37 | 350.69 | 97335
-0.18 | 0.33 | 9.73 | -1.81 | -0.37 | 350.69 | 97366
-0.18 | 0.35 | 9.73 | -1.81 | -0.37 | 350.69 | 97396
-0.19 | 0.33 | 9.73 | -1.81 | -0.37 | 350.69 | 97426
-0.17 | 0.35 | 9.73 | -1.81 | -0.37 | 350.69 | 97456
-0.21 | 0.36 | 9.75 | -1.81 | -0.37 | 350.69 | 97491
-0.18 | 0.36 | 9.75 | -1.81 | -0.37 | 350.69 | 97519
-0.16 | 0.32 | 9.74 | -1.81 | -0.37 | 350.69 | 97548
-0.16 | 0.36 | 9.76 | -1.81 | -0.37 | 350.69 | 97578
-0.17 | 0.32 | 9.73 | -1.81 | -0.37 | 350.69 | 97607
-0.17 | 0.34 | 9.75 | -1.81 | -0.37 | 350.69 | 97637
-0.17 | 0.35 | 9.76 | -1.81 | -0.37 | 350.69 | 97668
-0.16 | 0.32 | 9.73 | -1.81 | -0.37 | 350.69 | 97698
-0.18 | 0.34 | 9.77 | -1.81 | -0.37 | 350.69 | 97727
-0.18 | 0.33 | 9.74 | -1.81 | -0.37 | 350.69 | 97760
-0.19 | 0.34 | 9.72 | -1.81 | -0.37 | 350.69 | 97789
-0.17 | 0.35 | 9.74 | -1.81 | -0.37 | 350.69 | 97819
-0.16 | 0.35 | 9.75 | -1.81 | -0.37 | 350.69 | 97849
-0.18 | 0.35 | 9.77 | -1.81 | -0.37 | 350.69 | 97879
-0.15 | 0.34 | 9.73 | -1.81 | -0.37 | 350.69 | 97909
-0.16 | 0.37 | 9.75 | -1.81 | -0.37 | 350.69 | 97939
-0.21 | 0.34 | 9.72 | -1.81 | -0.37 | 350.69 | 97969
-0.17 | 0.34 | 9.75 | -1.81 | -0.37 | 350.69 | 97999
-0.13 | 0.34 | 9.75 | -1.81 | -0.37 | 350.69 | 98029
-0.20 | 0.33 | 9.73 | -1.81 | -0.37 | 350.69 | 98064
-0.17 | 0.34 | 9.73 | -1.81 | -0.37 | 350.69 | 98094
-0.13 | 0.33 | 9.72 | -1.81 | -0.37 | 350.69 | 98122
-0.17 | 0.34 | 9.74 | -1.81 | -0.37 | 350.69 | 98151
-0.22 | 0.35 | 9.75 | -1.81 | -0.37 | 350.69 | 98181
-0.12 | 0.35 | 9.75 | -1.81 | -0.37 | 350.69 | 98211
-0.15 | 0.35 | 9.75 | -1.81 | -0.37 | 350.69 | 98241
-0.21 | 0.32 | 9.77 | -1.81 | -0.37 | 350.69 | 98271
-0.15 | 0.35 | 9.73 | -1.81 | -0.37 | 350.69 | 98301
-0.23 | 0.34 | 9.75 | -1.81 | -0.37 | 350.69 | 98334
-0.13 | 0.35 | 9.73 | -1.81 | -0.37 | 350.69 | 98363
-0.13 | 0.34 | 9.74 | -1.81 | -0.37 | 350.69 | 98392
-0.23 | 0.34 | 9.74 | -1.81 | -0.37 | 350.69 | 98422
-0.11 | 0.36 | 9.74 | -1.81 | -0.37 | 350.69 | 98452
-0.19 | 0.37 | 9.73 | -1.81 | -0.37 | 350.69 | 98482
-0.20 | 0.34 | 9.72 | -1.81 | -0.37 | 350.69 | 98512
-0.14 | 0.36 | 9.73 | -1.81 | -0.37 | 350.69 | 98543
-0.18 | 0.33 | 9.75 | -1.81 | -0.37 | 350.69 | 98573
